Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Sweden,SWE,1925,17.9229
Sweden,SWE,1926,18.64842
Sweden,SWE,1927,20.91851
Sweden,SWE,1928,19.703
Sweden,SWE,1929,21.73291
Sweden,SWE,1930,18.41271
Sweden,SWE,1931,14.51265
Sweden,SWE,1932,12.83737
Sweden,SWE,1933,14.68175
Sweden,SWE,1934,16.09894
Sweden,SWE,1935,15.03939
Sweden,SWE,1936,16.45718
Sweden,SWE,1937,19.6116
Sweden,SWE,1938,17.31274
Sweden,SWE,1939,16.01759
Sweden,SWE,1940,10.53854
Sweden,SWE,1941,9.74798
Sweden,SWE,1942,8.74553
Sweden,SWE,1943,7.21898
Sweden,SWE,1944,5.09247
Sweden,SWE,1945,10.04097
Sweden,SWE,1946,12.88311
Sweden,SWE,1947,14.7068
Sweden,SWE,1948,17.0272
Sweden,SWE,1949,16.53121
Sweden,SWE,1950,20.00616
Sweden,SWE,1951,25.78737
Sweden,SWE,1952,21.33135
Sweden,SWE,1953,19.68408
Sweden,SWE,1954,19.43206
Sweden,SWE,1955,21.16443
Sweden,SWE,1956,21.55646
Sweden,SWE,1957,22.0489
Sweden,SWE,1958,19.50138
Sweden,SWE,1959,19.58424
Sweden,SWE,1960,17.2561
Sweden,SWE,1961,17.07544
Sweden,SWE,1962,16.74928
Sweden,SWE,1963,16.83749
Sweden,SWE,1964,17.3367
Sweden,SWE,1965,17.19454
Sweden,SWE,1966,17.00494
Sweden,SWE,1967,16.47611
Sweden,SWE,1968,16.92666
Sweden,SWE,1969,17.97865
Sweden,SWE,1970,18.0592
Sweden,SWE,1971,18.20507
Sweden,SWE,1972,18.14793
Sweden,SWE,1973,20.76941
Sweden,SWE,1974,24.43754
Sweden,SWE,1975,21.22576
Sweden,SWE,1976,20.92926
Sweden,SWE,1977,20.44638
Sweden,SWE,1978,21.16921
Sweden,SWE,1979,22.63393
Sweden,SWE,1980,21.7553
Sweden,SWE,1981,22.54051
Sweden,SWE,1982,24.43631
Sweden,SWE,1983,26.51358
Sweden,SWE,1984,27.10012
Sweden,SWE,1985,27.47666
Sweden,SWE,1986,25.18583
Sweden,SWE,1987,24.62379
Sweden,SWE,1988,24.00449
Sweden,SWE,1989,24.01369
Sweden,SWE,1990,22.60385
Sweden,SWE,1991,21.02993
Sweden,SWE,1992,20.60541
Sweden,SWE,1993,24.57979
Sweden,SWE,1994,26.90172
Sweden,SWE,1995,30.153
Sweden,SWE,1996,29.31924
Sweden,SWE,1997,31.26971
Sweden,SWE,1998,31.75632
Sweden,SWE,1999,31.52927
Sweden,SWE,2000,33.99683
Sweden,SWE,2001,32.64495
Sweden,SWE,2002,31.40806
Sweden,SWE,2003,30.87655
Sweden,SWE,2004,32.25453
Sweden,SWE,2005,34.48219
Sweden,SWE,2006,35.77953
Sweden,SWE,2007,35.43444
Sweden,SWE,2008,36.8469
Sweden,SWE,2009,31.21031
Sweden,SWE,2010,31.87887
Sweden,SWE,2011,32.73569
Sweden,SWE,2012,31.94257
Sweden,SWE,2013,29.53184
Sweden,SWE,2014,29.57891
United Kingdom,GBR,1827,9.57565
United Kingdom,GBR,1828,9.52361
United Kingdom,GBR,1829,9.59775
United Kingdom,GBR,1830,10.078
United Kingdom,GBR,1831,9.73428
United Kingdom,GBR,1832,9.11716
United Kingdom,GBR,1833,10.30121
United Kingdom,GBR,1834,10.21601
United Kingdom,GBR,1835,10.9384
United Kingdom,GBR,1836,11.0788
United Kingdom,GBR,1837,8.92586
United Kingdom,GBR,1838,10.16843
United Kingdom,GBR,1839,10.55275
United Kingdom,GBR,1840,10.35658
United Kingdom,GBR,1841,10.89067
United Kingdom,GBR,1842,10.80765
United Kingdom,GBR,1843,11.79549
United Kingdom,GBR,1844,12.28507
United Kingdom,GBR,1845,11.6806
United Kingdom,GBR,1846,11.20549
United Kingdom,GBR,1847,10.63688
United Kingdom,GBR,1848,10.41861
United Kingdom,GBR,1849,12.62229
United Kingdom,GBR,1850,15.2615
United Kingdom,GBR,1851,15.89092
United Kingdom,GBR,1852,15.45134
United Kingdom,GBR,1853,17.05465
United Kingdom,GBR,1854,14.84677
United Kingdom,GBR,1855,15.07408
United Kingdom,GBR,1856,16.9984
United Kingdom,GBR,1857,18.3118
United Kingdom,GBR,1858,19.24851
United Kingdom,GBR,1859,19.39191
United Kingdom,GBR,1860,19.22359
United Kingdom,GBR,1861,17.6064
United Kingdom,GBR,1862,17.84481
United Kingdom,GBR,1863,17.75529
United Kingdom,GBR,1864,17.9857
United Kingdom,GBR,1865,19.12266
United Kingdom,GBR,1866,21.05968
United Kingdom,GBR,1867,20.4959
United Kingdom,GBR,1868,19.71287
United Kingdom,GBR,1869,20.01961
United Kingdom,GBR,1870,19.45182
United Kingdom,GBR,1871,19.68597
United Kingdom,GBR,1872,21.0082
United Kingdom,GBR,1873,19.9375
United Kingdom,GBR,1874,18.83648
United Kingdom,GBR,1875,17.95181
United Kingdom,GBR,1876,16.32221
United Kingdom,GBR,1877,16.35691
United Kingdom,GBR,1878,16.28378
United Kingdom,GBR,1879,16.76883
United Kingdom,GBR,1880,18.31691
United Kingdom,GBR,1881,18.82542
United Kingdom,GBR,1882,18.82307
United Kingdom,GBR,1883,18.66148
United Kingdom,GBR,1884,18.7299
United Kingdom,GBR,1885,17.51027
United Kingdom,GBR,1886,17.3491
United Kingdom,GBR,1887,17.36307
United Kingdom,GBR,1888,17.5919
United Kingdom,GBR,1889,17.67756
United Kingdom,GBR,1890,18.27323
United Kingdom,GBR,1891,17.11911
United Kingdom,GBR,1892,16.17082
United Kingdom,GBR,1893,15.52632
United Kingdom,GBR,1894,14.55526
United Kingdom,GBR,1895,14.86522
United Kingdom,GBR,1896,15.29299
United Kingdom,GBR,1897,14.49258
United Kingdom,GBR,1898,13.68915
United Kingdom,GBR,1899,14.62134
United Kingdom,GBR,1900,15.44828
United Kingdom,GBR,1901,14.79134
United Kingdom,GBR,1902,14.86884
United Kingdom,GBR,1903,15.45986
United Kingdom,GBR,1904,15.98618
United Kingdom,GBR,1905,16.9215
United Kingdom,GBR,1906,18.47516
United Kingdom,GBR,1907,20.16091
United Kingdom,GBR,1908,18.75187
United Kingdom,GBR,1909,18.4308
United Kingdom,GBR,1910,20.11215
United Kingdom,GBR,1911,20.39066
United Kingdom,GBR,1912,20.93683
United Kingdom,GBR,1913,21.70248
United Kingdom,GBR,1914,17.57242
United Kingdom,GBR,1915,13.07849
United Kingdom,GBR,1916,14.74374
United Kingdom,GBR,1917,12.32694
United Kingdom,GBR,1918,9.81598
United Kingdom,GBR,1919,14.56236
United Kingdom,GBR,1920,22.33473
United Kingdom,GBR,1921,14.33462
United Kingdom,GBR,1922,16.13953
United Kingdom,GBR,1923,18.03714
United Kingdom,GBR,1924,18.34631
United Kingdom,GBR,1925,17.15617
United Kingdom,GBR,1926,15.01495
United Kingdom,GBR,1927,15.41857
United Kingdom,GBR,1928,15.73386
United Kingdom,GBR,1929,15.54348
United Kingdom,GBR,1930,12.36836
United Kingdom,GBR,1931,9.05005
United Kingdom,GBR,1932,8.64314
United Kingdom,GBR,1933,8.5598
United Kingdom,GBR,1934,8.76688
United Kingdom,GBR,1935,9.02119
United Kingdom,GBR,1936,8.83497
United Kingdom,GBR,1937,9.77503
United Kingdom,GBR,1938,8.55689
United Kingdom,GBR,1939,7.4265
United Kingdom,GBR,1940,6.14228
United Kingdom,GBR,1941,4.22232
United Kingdom,GBR,1942,4.12466
United Kingdom,GBR,1943,3.3439
United Kingdom,GBR,1944,3.22495
United Kingdom,GBR,1945,4.38535
United Kingdom,GBR,1946,9.17636
United Kingdom,GBR,1947,10.56628
United Kingdom,GBR,1948,13.21612
United Kingdom,GBR,1949,13.89015
United Kingdom,GBR,1950,16.41881
United Kingdom,GBR,1951,17.55555
United Kingdom,GBR,1952,16.26845
United Kingdom,GBR,1953,15.05736
United Kingdom,GBR,1954,14.45596
United Kingdom,GBR,1955,14.52595
United Kingdom,GBR,1956,14.84887
United Kingdom,GBR,1957,14.72298
United Kingdom,GBR,1958,14.23986
United Kingdom,GBR,1959,14.14814
United Kingdom,GBR,1960,14.29791
United Kingdom,GBR,1961,14.07796
United Kingdom,GBR,1962,13.75401
United Kingdom,GBR,1963,13.96884
United Kingdom,GBR,1964,13.39878
United Kingdom,GBR,1965,13.33605
United Kingdom,GBR,1966,13.65067
United Kingdom,GBR,1967,12.90547
United Kingdom,GBR,1968,14.65578
United Kingdom,GBR,1969,15.54454
United Kingdom,GBR,1970,14.80785
United Kingdom,GBR,1971,15.27939
United Kingdom,GBR,1972,14.55788
United Kingdom,GBR,1973,16.11454
United Kingdom,GBR,1974,19.10864
United Kingdom,GBR,1975,18.42349
United Kingdom,GBR,1976,19.55527
United Kingdom,GBR,1977,21.23593
United Kingdom,GBR,1978,20.19995
United Kingdom,GBR,1979,19.67099
United Kingdom,GBR,1980,19.48463
United Kingdom,GBR,1981,18.91189
United Kingdom,GBR,1982,18.82679
United Kingdom,GBR,1983,18.71677
United Kingdom,GBR,1984,20.4546
United Kingdom,GBR,1985,20.69325
United Kingdom,GBR,1986,17.80489
United Kingdom,GBR,1987,17.61213
United Kingdom,GBR,1988,16.05729
United Kingdom,GBR,1989,16.66485
United Kingdom,GBR,1990,16.93297
United Kingdom,GBR,1991,16.18642
United Kingdom,GBR,1992,16.10727
United Kingdom,GBR,1993,16.97653
United Kingdom,GBR,1994,17.88118
United Kingdom,GBR,1995,19.34344
United Kingdom,GBR,1996,19.76901
United Kingdom,GBR,1997,19.32671
United Kingdom,GBR,1998,17.44717
United Kingdom,GBR,1999,17.21563
United Kingdom,GBR,2000,18.19178
United Kingdom,GBR,2001,17.4862
United Kingdom,GBR,2002,16.41434
United Kingdom,GBR,2003,15.74637
United Kingdom,GBR,2004,14.88231
United Kingdom,GBR,2005,16.33752
United Kingdom,GBR,2006,17.52753
United Kingdom,GBR,2007,15.07732
United Kingdom,GBR,2008,17.0506
United Kingdom,GBR,2009,15.47558
United Kingdom,GBR,2010,16.5635
United Kingdom,GBR,2011,18.04421
United Kingdom,GBR,2012,17.2294
United Kingdom,GBR,2013,18.2789
United Kingdom,GBR,2014,15.44732
