Entity,Code,Year,freeassoc_vdem_owid,freeassoc_vdem_high_owid,freeassoc_vdem_low_owid
Ireland,IRL,1986,0.886,0.935,0.819
Ireland,IRL,1987,0.886,0.933,0.813
Ireland,IRL,1988,0.886,0.932,0.812
Ireland,IRL,1989,0.89,0.936,0.821
Ireland,IRL,1990,0.892,0.939,0.829
Ireland,IRL,1991,0.913,0.953,0.856
Ireland,IRL,1992,0.913,0.952,0.854
Ireland,IRL,1993,0.909,0.945,0.839
Ireland,IRL,1994,0.909,0.945,0.839
Ireland,IRL,1995,0.909,0.945,0.839
Ireland,IRL,1996,0.909,0.945,0.839
Ireland,IRL,1997,0.912,0.948,0.846
Ireland,IRL,1998,0.914,0.951,0.852
Ireland,IRL,1999,0.914,0.951,0.852
Ireland,IRL,2000,0.914,0.951,0.852
Ireland,IRL,2001,0.914,0.951,0.852
Ireland,IRL,2002,0.912,0.95,0.848
Ireland,IRL,2003,0.912,0.949,0.846
Ireland,IRL,2004,0.912,0.949,0.846
Ireland,IRL,2005,0.912,0.949,0.846
Ireland,IRL,2006,0.912,0.949,0.846
Ireland,IRL,2007,0.914,0.953,0.856
Ireland,IRL,2008,0.916,0.955,0.863
Ireland,IRL,2009,0.916,0.955,0.863
Ireland,IRL,2010,0.916,0.955,0.863
Ireland,IRL,2011,0.915,0.956,0.864
Ireland,IRL,2012,0.915,0.956,0.864
Ireland,IRL,2013,0.915,0.956,0.864
Ireland,IRL,2014,0.915,0.956,0.864
Ireland,IRL,2015,0.915,0.956,0.864
Ireland,IRL,2016,0.917,0.956,0.866
Ireland,IRL,2017,0.919,0.957,0.862
Ireland,IRL,2018,0.92,0.96,0.871
Ireland,IRL,2019,0.921,0.957,0.861
Ireland,IRL,2020,0.917,0.953,0.855
Ireland,IRL,2021,0.916,0.952,0.854
Ireland,IRL,2022,0.907,0.951,0.848
Italy,ITA,1815,0.035,0.069,0.018
Italy,ITA,1816,0.035,0.069,0.018
Italy,ITA,1817,0.035,0.069,0.018
Italy,ITA,1818,0.035,0.069,0.018
Italy,ITA,1819,0.035,0.069,0.018
Italy,ITA,1820,0.035,0.069,0.018
Italy,ITA,1821,0.035,0.069,0.018
Italy,ITA,1822,0.035,0.069,0.018
Italy,ITA,1823,0.035,0.069,0.018
Italy,ITA,1824,0.035,0.069,0.018
Italy,ITA,1825,0.035,0.069,0.018
Italy,ITA,1826,0.035,0.069,0.018
Italy,ITA,1827,0.035,0.069,0.018
Italy,ITA,1828,0.035,0.069,0.018
Italy,ITA,1829,0.035,0.069,0.018
Italy,ITA,1830,0.035,0.069,0.018
Italy,ITA,1831,0.035,0.069,0.018
Italy,ITA,1832,0.035,0.069,0.018
Italy,ITA,1833,0.035,0.069,0.018
Italy,ITA,1834,0.035,0.069,0.018
Italy,ITA,1835,0.035,0.069,0.018
Italy,ITA,1836,0.035,0.069,0.018
Italy,ITA,1837,0.035,0.069,0.018
Italy,ITA,1838,0.035,0.069,0.018
Italy,ITA,1839,0.035,0.069,0.018
Italy,ITA,1840,0.035,0.069,0.018
Italy,ITA,1841,0.035,0.069,0.018
Italy,ITA,1842,0.035,0.069,0.018
Italy,ITA,1843,0.035,0.069,0.018
Italy,ITA,1844,0.035,0.069,0.018
Italy,ITA,1845,0.035,0.069,0.018
Italy,ITA,1846,0.035,0.069,0.018
Italy,ITA,1847,0.035,0.069,0.018
Italy,ITA,1848,0.46,0.606,0.331
Italy,ITA,1849,0.585,0.697,0.425
Italy,ITA,1850,0.585,0.697,0.425
Italy,ITA,1851,0.585,0.697,0.425
Italy,ITA,1852,0.585,0.697,0.425
Italy,ITA,1853,0.584,0.698,0.425
Italy,ITA,1854,0.578,0.707,0.431
Italy,ITA,1855,0.578,0.707,0.431
Italy,ITA,1856,0.578,0.707,0.431
Italy,ITA,1857,0.58,0.71,0.435
Italy,ITA,1858,0.592,0.726,0.461
Italy,ITA,1859,0.592,0.726,0.461
Italy,ITA,1860,0.583,0.72,0.448
Italy,ITA,1861,0.58,0.719,0.444
Italy,ITA,1862,0.495,0.631,0.362
Italy,ITA,1863,0.495,0.631,0.362
Italy,ITA,1864,0.495,0.631,0.362
Italy,ITA,1865,0.496,0.627,0.36
Italy,ITA,1866,0.501,0.615,0.349
Italy,ITA,1867,0.493,0.619,0.354
Italy,ITA,1868,0.492,0.62,0.355
Italy,ITA,1869,0.492,0.62,0.355
Italy,ITA,1870,0.492,0.62,0.354
Italy,ITA,1871,0.499,0.641,0.369
Italy,ITA,1872,0.499,0.641,0.369
Italy,ITA,1873,0.499,0.641,0.369
Italy,ITA,1874,0.5,0.641,0.369
Italy,ITA,1875,0.508,0.641,0.369
Italy,ITA,1876,0.509,0.642,0.37
Italy,ITA,1877,0.515,0.651,0.375
Italy,ITA,1878,0.515,0.651,0.375
Italy,ITA,1879,0.515,0.651,0.375
Italy,ITA,1880,0.508,0.638,0.364
Italy,ITA,1881,0.503,0.631,0.358
Italy,ITA,1882,0.504,0.636,0.366
Italy,ITA,1883,0.504,0.655,0.392
Italy,ITA,1884,0.504,0.655,0.392
Italy,ITA,1885,0.504,0.655,0.392
Italy,ITA,1886,0.507,0.645,0.376
Italy,ITA,1887,0.508,0.639,0.367
Italy,ITA,1888,0.468,0.603,0.336
Italy,ITA,1889,0.468,0.603,0.336
Italy,ITA,1890,0.522,0.668,0.41
Italy,ITA,1891,0.529,0.645,0.397
Italy,ITA,1892,0.541,0.672,0.414
Italy,ITA,1893,0.545,0.666,0.414
Italy,ITA,1894,0.573,0.669,0.442
Italy,ITA,1895,0.573,0.674,0.445
Italy,ITA,1896,0.572,0.677,0.447
Italy,ITA,1897,0.569,0.676,0.441
Italy,ITA,1898,0.525,0.654,0.413
Italy,ITA,1899,0.525,0.654,0.413
Italy,ITA,1900,0.608,0.71,0.504
Italy,ITA,1901,0.618,0.71,0.496
Italy,ITA,1902,0.618,0.71,0.496
Italy,ITA,1903,0.618,0.71,0.496
Italy,ITA,1904,0.619,0.712,0.499
Italy,ITA,1905,0.63,0.725,0.52
Italy,ITA,1906,0.635,0.751,0.548
Italy,ITA,1907,0.635,0.751,0.548
Italy,ITA,1908,0.635,0.751,0.548
Italy,ITA,1909,0.619,0.73,0.527
Italy,ITA,1910,0.616,0.725,0.523
Italy,ITA,1911,0.62,0.714,0.506
Italy,ITA,1912,0.62,0.714,0.506
Italy,ITA,1913,0.627,0.722,0.521
Italy,ITA,1914,0.626,0.728,0.513
Italy,ITA,1915,0.618,0.72,0.514
Italy,ITA,1916,0.598,0.707,0.504
Italy,ITA,1917,0.598,0.707,0.504
Italy,ITA,1918,0.598,0.707,0.504
Italy,ITA,1919,0.63,0.73,0.521
Italy,ITA,1920,0.649,0.743,0.544
Italy,ITA,1921,0.62,0.714,0.504
Italy,ITA,1922,0.503,0.609,0.382
Italy,ITA,1923,0.461,0.57,0.345
Italy,ITA,1924,0.328,0.429,0.228
Italy,ITA,1925,0.203,0.284,0.128
Italy,ITA,1926,0.061,0.109,0.033
Italy,ITA,1927,0.061,0.109,0.033
Italy,ITA,1928,0.061,0.109,0.033
Italy,ITA,1929,0.053,0.091,0.028
Italy,ITA,1930,0.05,0.085,0.026
Italy,ITA,1931,0.05,0.085,0.026
Italy,ITA,1932,0.05,0.085,0.026
Italy,ITA,1933,0.05,0.085,0.026
Italy,ITA,1934,0.051,0.088,0.026
Italy,ITA,1935,0.051,0.089,0.026
Italy,ITA,1936,0.051,0.089,0.026
Italy,ITA,1937,0.053,0.093,0.027
Italy,ITA,1938,0.053,0.093,0.027
Italy,ITA,1939,0.053,0.093,0.027
Italy,ITA,1940,0.053,0.093,0.027
Italy,ITA,1941,0.053,0.093,0.027
Italy,ITA,1942,0.053,0.093,0.027
Italy,ITA,1943,0.08,0.137,0.047
Italy,ITA,1944,0.373,0.476,0.261
Italy,ITA,1945,0.373,0.476,0.261
Italy,ITA,1946,0.655,0.75,0.536
Italy,ITA,1947,0.75,0.825,0.629
Italy,ITA,1948,0.828,0.892,0.744
Italy,ITA,1949,0.828,0.894,0.746
Italy,ITA,1950,0.828,0.894,0.746
Italy,ITA,1951,0.828,0.894,0.746
Italy,ITA,1952,0.828,0.894,0.746
Italy,ITA,1953,0.83,0.895,0.75
Italy,ITA,1954,0.832,0.896,0.753
Italy,ITA,1955,0.832,0.896,0.753
Italy,ITA,1956,0.832,0.896,0.753
Italy,ITA,1957,0.832,0.896,0.753
Italy,ITA,1958,0.828,0.889,0.742
Italy,ITA,1959,0.825,0.885,0.734
Italy,ITA,1960,0.865,0.918,0.792
Italy,ITA,1961,0.866,0.92,0.786
Italy,ITA,1962,0.866,0.92,0.786
Italy,ITA,1963,0.869,0.923,0.799
Italy,ITA,1964,0.87,0.925,0.806
Italy,ITA,1965,0.87,0.925,0.806
Italy,ITA,1966,0.87,0.925,0.806
Italy,ITA,1967,0.87,0.925,0.806
Italy,ITA,1968,0.874,0.925,0.806
Italy,ITA,1969,0.873,0.927,0.81
Italy,ITA,1970,0.866,0.92,0.794
Italy,ITA,1971,0.866,0.92,0.794
Italy,ITA,1972,0.866,0.917,0.793
Italy,ITA,1973,0.861,0.913,0.776
Italy,ITA,1974,0.861,0.913,0.776
Italy,ITA,1975,0.861,0.913,0.776
Italy,ITA,1976,0.864,0.915,0.783
Italy,ITA,1977,0.867,0.917,0.79
Italy,ITA,1978,0.867,0.917,0.79
Italy,ITA,1979,0.864,0.918,0.786
Italy,ITA,1980,0.887,0.935,0.819
Italy,ITA,1981,0.887,0.935,0.819
Italy,ITA,1982,0.887,0.935,0.819
Italy,ITA,1983,0.886,0.931,0.815
Italy,ITA,1984,0.909,0.952,0.852
Italy,ITA,1985,0.909,0.952,0.852
Italy,ITA,1986,0.909,0.952,0.852
Italy,ITA,1987,0.909,0.949,0.851
Italy,ITA,1988,0.91,0.947,0.851
Italy,ITA,1989,0.91,0.947,0.851
Italy,ITA,1990,0.91,0.947,0.851
Italy,ITA,1991,0.91,0.947,0.851
Italy,ITA,1992,0.901,0.94,0.836
Italy,ITA,1993,0.901,0.938,0.834
Italy,ITA,1994,0.911,0.948,0.849
Italy,ITA,1995,0.912,0.948,0.849
Italy,ITA,1996,0.911,0.949,0.854
Italy,ITA,1997,0.91,0.95,0.856
Italy,ITA,1998,0.91,0.95,0.856
Italy,ITA,1999,0.91,0.95,0.856
Italy,ITA,2000,0.904,0.944,0.839
Italy,ITA,2001,0.898,0.941,0.833
Italy,ITA,2002,0.914,0.952,0.863
Italy,ITA,2003,0.914,0.952,0.863
Italy,ITA,2004,0.914,0.952,0.863
Italy,ITA,2005,0.929,0.959,0.875
Italy,ITA,2006,0.93,0.959,0.875
Italy,ITA,2007,0.93,0.959,0.876
Italy,ITA,2008,0.925,0.959,0.878
Italy,ITA,2009,0.931,0.961,0.88
Italy,ITA,2010,0.929,0.963,0.885
Italy,ITA,2011,0.929,0.963,0.885
Italy,ITA,2012,0.929,0.963,0.885
Italy,ITA,2013,0.915,0.95,0.857
Italy,ITA,2014,0.915,0.95,0.856
Italy,ITA,2015,0.915,0.95,0.856
Italy,ITA,2016,0.926,0.957,0.866
Italy,ITA,2017,0.92,0.957,0.874
Italy,ITA,2018,0.91,0.948,0.855
Italy,ITA,2019,0.909,0.948,0.855
Italy,ITA,2020,0.906,0.947,0.848
Italy,ITA,2021,0.9,0.944,0.841
Italy,ITA,2022,0.896,0.938,0.833
Latvia,LVA,1789,0.056,0.103,0.032
Latvia,LVA,1790,0.056,0.103,0.032
Latvia,LVA,1791,0.056,0.103,0.032
Latvia,LVA,1792,0.056,0.103,0.032
Latvia,LVA,1793,0.056,0.103,0.032
Latvia,LVA,1794,0.056,0.103,0.032
Latvia,LVA,1795,0.056,0.103,0.032
Latvia,LVA,1796,0.056,0.103,0.032
Latvia,LVA,1797,0.056,0.103,0.032
Latvia,LVA,1798,0.056,0.103,0.032
Latvia,LVA,1799,0.056,0.103,0.032
Latvia,LVA,1800,0.056,0.103,0.032
Latvia,LVA,1801,0.056,0.103,0.032
Latvia,LVA,1802,0.056,0.103,0.032
Latvia,LVA,1803,0.056,0.103,0.032
Latvia,LVA,1804,0.056,0.103,0.032
Latvia,LVA,1805,0.056,0.103,0.032
Latvia,LVA,1806,0.056,0.103,0.032
Latvia,LVA,1807,0.056,0.103,0.032
Latvia,LVA,1808,0.056,0.103,0.032
Latvia,LVA,1809,0.056,0.103,0.032
Latvia,LVA,1810,0.056,0.103,0.032
Latvia,LVA,1811,0.056,0.103,0.032
Latvia,LVA,1812,0.056,0.103,0.032
Latvia,LVA,1813,0.056,0.103,0.032
Latvia,LVA,1814,0.056,0.103,0.032
Latvia,LVA,1815,0.056,0.103,0.032
Latvia,LVA,1816,0.056,0.103,0.032
Latvia,LVA,1817,0.056,0.103,0.032
Latvia,LVA,1818,0.056,0.103,0.032
Latvia,LVA,1819,0.056,0.103,0.032
Latvia,LVA,1820,0.056,0.103,0.032
Latvia,LVA,1821,0.056,0.103,0.032
Latvia,LVA,1822,0.056,0.103,0.032
Latvia,LVA,1823,0.056,0.103,0.032
Latvia,LVA,1824,0.056,0.103,0.032
Latvia,LVA,1825,0.056,0.103,0.032
Latvia,LVA,1826,0.056,0.103,0.032
Latvia,LVA,1827,0.056,0.103,0.032
Latvia,LVA,1828,0.056,0.103,0.032
Latvia,LVA,1829,0.056,0.103,0.032
Latvia,LVA,1830,0.056,0.103,0.032
Latvia,LVA,1831,0.056,0.103,0.032
Latvia,LVA,1832,0.056,0.103,0.032
Latvia,LVA,1833,0.056,0.103,0.032
Latvia,LVA,1834,0.056,0.103,0.032
Latvia,LVA,1835,0.056,0.103,0.032
Latvia,LVA,1836,0.056,0.103,0.032
Latvia,LVA,1837,0.056,0.103,0.032
Latvia,LVA,1838,0.056,0.103,0.032
Latvia,LVA,1839,0.056,0.103,0.032
Latvia,LVA,1840,0.056,0.103,0.032
Latvia,LVA,1841,0.056,0.103,0.032
Latvia,LVA,1842,0.056,0.103,0.032
Latvia,LVA,1843,0.056,0.103,0.032
Latvia,LVA,1844,0.056,0.103,0.032
Latvia,LVA,1845,0.056,0.103,0.032
Latvia,LVA,1846,0.056,0.103,0.032
Latvia,LVA,1847,0.056,0.103,0.032
Latvia,LVA,1848,0.056,0.103,0.032
Latvia,LVA,1849,0.056,0.103,0.032
Latvia,LVA,1850,0.056,0.103,0.032
Latvia,LVA,1851,0.056,0.103,0.032
Latvia,LVA,1852,0.056,0.103,0.032
Latvia,LVA,1853,0.056,0.103,0.032
Latvia,LVA,1854,0.056,0.103,0.032
Latvia,LVA,1855,0.056,0.103,0.032
Latvia,LVA,1856,0.056,0.103,0.032
Latvia,LVA,1857,0.056,0.103,0.032
Latvia,LVA,1858,0.056,0.103,0.032
Latvia,LVA,1859,0.056,0.103,0.032
Latvia,LVA,1860,0.056,0.103,0.032
Latvia,LVA,1861,0.056,0.103,0.032
Latvia,LVA,1862,0.056,0.103,0.032
Latvia,LVA,1863,0.056,0.103,0.032
Latvia,LVA,1864,0.056,0.103,0.032
Latvia,LVA,1865,0.076,0.126,0.044
Latvia,LVA,1866,0.076,0.126,0.044
Latvia,LVA,1867,0.076,0.126,0.044
Latvia,LVA,1868,0.076,0.126,0.044
Latvia,LVA,1869,0.076,0.126,0.044
Latvia,LVA,1870,0.076,0.126,0.044
Latvia,LVA,1871,0.076,0.126,0.044
Latvia,LVA,1872,0.076,0.126,0.044
Latvia,LVA,1873,0.076,0.126,0.044
Latvia,LVA,1874,0.076,0.126,0.044
Latvia,LVA,1875,0.076,0.126,0.044
Latvia,LVA,1876,0.076,0.126,0.044
Latvia,LVA,1877,0.076,0.126,0.044
Latvia,LVA,1878,0.076,0.126,0.044
Latvia,LVA,1879,0.076,0.126,0.044
Latvia,LVA,1880,0.076,0.126,0.044
Latvia,LVA,1881,0.076,0.126,0.044
Latvia,LVA,1882,0.076,0.126,0.044
Latvia,LVA,1883,0.076,0.126,0.044
Latvia,LVA,1884,0.076,0.126,0.044
Latvia,LVA,1885,0.076,0.126,0.044
Latvia,LVA,1886,0.076,0.126,0.044
Latvia,LVA,1887,0.076,0.126,0.044
Latvia,LVA,1888,0.076,0.126,0.044
Latvia,LVA,1889,0.076,0.126,0.044
Latvia,LVA,1890,0.076,0.126,0.044
Latvia,LVA,1891,0.076,0.126,0.044
Latvia,LVA,1892,0.076,0.126,0.044
Latvia,LVA,1893,0.092,0.15,0.054
Latvia,LVA,1894,0.092,0.15,0.054
Latvia,LVA,1895,0.092,0.15,0.054
Latvia,LVA,1896,0.092,0.15,0.054
Latvia,LVA,1897,0.092,0.15,0.054
Latvia,LVA,1898,0.066,0.115,0.036
Latvia,LVA,1899,0.066,0.115,0.036
Latvia,LVA,1900,0.175,0.26,0.116
Latvia,LVA,1901,0.175,0.26,0.116
Latvia,LVA,1902,0.175,0.26,0.116
Latvia,LVA,1903,0.175,0.26,0.116
Latvia,LVA,1904,0.182,0.267,0.118
Latvia,LVA,1905,0.285,0.391,0.204
Latvia,LVA,1906,0.374,0.472,0.262
Latvia,LVA,1907,0.374,0.472,0.262
Latvia,LVA,1908,0.369,0.487,0.28
Latvia,LVA,1909,0.369,0.487,0.28
Latvia,LVA,1910,0.369,0.487,0.28
Latvia,LVA,1911,0.369,0.487,0.28
Latvia,LVA,1912,0.369,0.487,0.28
Latvia,LVA,1913,0.369,0.487,0.28
Latvia,LVA,1914,0.371,0.478,0.276
Latvia,LVA,1915,0.371,0.478,0.276
Latvia,LVA,1916,0.371,0.478,0.276
Latvia,LVA,1917,0.341,0.443,0.243
Latvia,LVA,1918,0.105,0.165,0.064
Latvia,LVA,1919,0.077,0.127,0.044
Latvia,LVA,1920,0.798,0.869,0.694
Latvia,LVA,1921,0.825,0.89,0.73
Latvia,LVA,1922,0.824,0.889,0.727
Latvia,LVA,1923,0.82,0.884,0.719
Latvia,LVA,1924,0.838,0.901,0.746
Latvia,LVA,1925,0.838,0.902,0.747
Latvia,LVA,1926,0.838,0.907,0.753
Latvia,LVA,1927,0.838,0.907,0.753
Latvia,LVA,1928,0.84,0.907,0.752
Latvia,LVA,1929,0.845,0.905,0.752
Latvia,LVA,1930,0.845,0.905,0.752
Latvia,LVA,1931,0.843,0.905,0.752
Latvia,LVA,1932,0.837,0.906,0.754
Latvia,LVA,1933,0.837,0.906,0.754
Latvia,LVA,1934,0.733,0.814,0.605
Latvia,LVA,1935,0.17,0.26,0.099
Latvia,LVA,1936,0.17,0.26,0.099
Latvia,LVA,1937,0.17,0.26,0.099
Latvia,LVA,1938,0.17,0.26,0.099
Latvia,LVA,1939,0.17,0.26,0.099
Latvia,LVA,1940,0.024,0.047,0.013
Latvia,LVA,1941,0.024,0.047,0.013
Latvia,LVA,1942,0.024,0.047,0.013
Latvia,LVA,1943,0.024,0.047,0.013
Latvia,LVA,1944,0.024,0.047,0.013
Latvia,LVA,1945,0.024,0.047,0.013
Latvia,LVA,1946,0.024,0.045,0.012
Latvia,LVA,1947,0.024,0.045,0.011
Latvia,LVA,1948,0.024,0.045,0.011
Latvia,LVA,1949,0.024,0.045,0.011
Latvia,LVA,1950,0.024,0.046,0.012
Latvia,LVA,1951,0.024,0.046,0.012
Latvia,LVA,1952,0.024,0.046,0.012
Latvia,LVA,1953,0.024,0.046,0.012
Latvia,LVA,1954,0.033,0.059,0.016
Latvia,LVA,1955,0.033,0.059,0.016
Latvia,LVA,1956,0.033,0.059,0.016
Latvia,LVA,1957,0.033,0.059,0.016
Latvia,LVA,1958,0.033,0.063,0.017
Latvia,LVA,1959,0.033,0.064,0.017
Latvia,LVA,1960,0.033,0.064,0.017
Latvia,LVA,1961,0.033,0.064,0.017
Latvia,LVA,1962,0.034,0.062,0.017
Latvia,LVA,1963,0.033,0.06,0.016
Latvia,LVA,1964,0.033,0.06,0.016
Latvia,LVA,1965,0.033,0.06,0.016
Latvia,LVA,1966,0.033,0.057,0.016
Latvia,LVA,1967,0.033,0.055,0.015
Latvia,LVA,1968,0.033,0.055,0.015
Latvia,LVA,1969,0.033,0.055,0.015
Latvia,LVA,1970,0.035,0.063,0.018
Latvia,LVA,1971,0.034,0.062,0.017
Latvia,LVA,1972,0.034,0.062,0.017
Latvia,LVA,1973,0.034,0.062,0.017
Latvia,LVA,1974,0.034,0.061,0.017
Latvia,LVA,1975,0.034,0.061,0.016
Latvia,LVA,1976,0.034,0.061,0.016
Latvia,LVA,1977,0.034,0.061,0.016
Latvia,LVA,1978,0.034,0.061,0.016
Latvia,LVA,1979,0.035,0.066,0.019
Latvia,LVA,1980,0.035,0.067,0.019
Latvia,LVA,1981,0.035,0.067,0.019
Latvia,LVA,1982,0.035,0.067,0.019
Latvia,LVA,1983,0.035,0.067,0.019
Latvia,LVA,1984,0.033,0.062,0.017
Latvia,LVA,1985,0.045,0.082,0.026
Latvia,LVA,1986,0.058,0.094,0.03
Latvia,LVA,1987,0.069,0.111,0.037
Latvia,LVA,1988,0.069,0.111,0.037
Latvia,LVA,1989,0.115,0.174,0.07
Latvia,LVA,1990,0.548,0.667,0.436
Latvia,LVA,1991,0.633,0.743,0.524
Latvia,LVA,1992,0.817,0.881,0.732
Latvia,LVA,1993,0.85,0.908,0.773
Latvia,LVA,1994,0.863,0.916,0.793
Latvia,LVA,1995,0.873,0.921,0.798
Latvia,LVA,1996,0.875,0.929,0.807
Latvia,LVA,1997,0.875,0.929,0.807
Latvia,LVA,1998,0.873,0.927,0.806
Latvia,LVA,1999,0.869,0.922,0.801
Latvia,LVA,2000,0.869,0.922,0.801
Latvia,LVA,2001,0.869,0.922,0.801
Latvia,LVA,2002,0.87,0.922,0.8
Latvia,LVA,2003,0.875,0.923,0.799
Latvia,LVA,2004,0.875,0.923,0.799
Latvia,LVA,2005,0.875,0.923,0.799
Latvia,LVA,2006,0.874,0.922,0.796
Latvia,LVA,2007,0.87,0.916,0.786
Latvia,LVA,2008,0.87,0.916,0.786
Latvia,LVA,2009,0.87,0.916,0.786
Latvia,LVA,2010,0.871,0.918,0.791
Latvia,LVA,2011,0.872,0.924,0.803
Latvia,LVA,2012,0.872,0.924,0.803
Latvia,LVA,2013,0.881,0.931,0.811
Latvia,LVA,2014,0.882,0.931,0.81
Latvia,LVA,2015,0.884,0.931,0.809
Latvia,LVA,2016,0.879,0.932,0.814
Latvia,LVA,2017,0.879,0.932,0.814
Latvia,LVA,2018,0.879,0.931,0.812
Latvia,LVA,2019,0.878,0.928,0.806
Latvia,LVA,2020,0.878,0.928,0.806
Latvia,LVA,2021,0.878,0.928,0.806
Latvia,LVA,2022,0.878,0.929,0.809
Lithuania,LTU,1795,0.056,0.103,0.032
Lithuania,LTU,1796,0.056,0.103,0.032
Lithuania,LTU,1797,0.056,0.103,0.032
Lithuania,LTU,1798,0.056,0.103,0.032
Lithuania,LTU,1799,0.056,0.103,0.032
Lithuania,LTU,1800,0.056,0.103,0.032
Lithuania,LTU,1801,0.056,0.103,0.032
Lithuania,LTU,1802,0.056,0.103,0.032
Lithuania,LTU,1803,0.056,0.103,0.032
Lithuania,LTU,1804,0.056,0.103,0.032
Lithuania,LTU,1805,0.056,0.103,0.032
Lithuania,LTU,1806,0.056,0.103,0.032
Lithuania,LTU,1807,0.056,0.103,0.032
Lithuania,LTU,1808,0.056,0.103,0.032
Lithuania,LTU,1809,0.056,0.103,0.032
Lithuania,LTU,1810,0.056,0.103,0.032
Lithuania,LTU,1811,0.056,0.103,0.032
Lithuania,LTU,1812,0.056,0.103,0.032
Lithuania,LTU,1813,0.056,0.103,0.032
Lithuania,LTU,1814,0.056,0.103,0.032
Lithuania,LTU,1815,0.056,0.103,0.032
Lithuania,LTU,1816,0.056,0.103,0.032
Lithuania,LTU,1817,0.056,0.103,0.032
Lithuania,LTU,1818,0.056,0.103,0.032
Lithuania,LTU,1819,0.056,0.103,0.032
Lithuania,LTU,1820,0.056,0.103,0.032
Lithuania,LTU,1821,0.056,0.103,0.032
Lithuania,LTU,1822,0.056,0.103,0.032
Lithuania,LTU,1823,0.056,0.103,0.032
Lithuania,LTU,1824,0.056,0.103,0.032
Lithuania,LTU,1825,0.056,0.103,0.032
Lithuania,LTU,1826,0.056,0.103,0.032
Lithuania,LTU,1827,0.056,0.103,0.032
Lithuania,LTU,1828,0.056,0.103,0.032
Lithuania,LTU,1829,0.056,0.103,0.032
Lithuania,LTU,1830,0.056,0.103,0.032
Lithuania,LTU,1831,0.056,0.103,0.032
Lithuania,LTU,1832,0.056,0.103,0.032
Lithuania,LTU,1833,0.056,0.103,0.032
Lithuania,LTU,1834,0.056,0.103,0.032
Lithuania,LTU,1835,0.056,0.103,0.032
Lithuania,LTU,1836,0.056,0.103,0.032
Lithuania,LTU,1837,0.056,0.103,0.032
Lithuania,LTU,1838,0.056,0.103,0.032
Lithuania,LTU,1839,0.056,0.103,0.032
Lithuania,LTU,1840,0.056,0.103,0.032
Lithuania,LTU,1841,0.056,0.103,0.032
Lithuania,LTU,1842,0.056,0.103,0.032
Lithuania,LTU,1843,0.056,0.103,0.032
Lithuania,LTU,1844,0.056,0.103,0.032
Lithuania,LTU,1845,0.056,0.103,0.032
Lithuania,LTU,1846,0.056,0.103,0.032
Lithuania,LTU,1847,0.056,0.103,0.032
Lithuania,LTU,1848,0.056,0.103,0.032
Lithuania,LTU,1849,0.056,0.103,0.032
Lithuania,LTU,1850,0.056,0.103,0.032
Lithuania,LTU,1851,0.056,0.103,0.032
Lithuania,LTU,1852,0.056,0.103,0.032
Lithuania,LTU,1853,0.056,0.103,0.032
Lithuania,LTU,1854,0.056,0.103,0.032
Lithuania,LTU,1855,0.056,0.103,0.032
Lithuania,LTU,1856,0.056,0.103,0.032
Lithuania,LTU,1857,0.056,0.103,0.032
Lithuania,LTU,1858,0.056,0.103,0.032
Lithuania,LTU,1859,0.056,0.103,0.032
Lithuania,LTU,1860,0.056,0.103,0.032
Lithuania,LTU,1861,0.056,0.103,0.032
Lithuania,LTU,1862,0.056,0.103,0.032
Lithuania,LTU,1863,0.056,0.103,0.032
Lithuania,LTU,1864,0.056,0.103,0.032
Lithuania,LTU,1865,0.076,0.126,0.044
Lithuania,LTU,1866,0.076,0.126,0.044
Lithuania,LTU,1867,0.076,0.126,0.044
Lithuania,LTU,1868,0.076,0.126,0.044
Lithuania,LTU,1869,0.076,0.126,0.044
Lithuania,LTU,1870,0.076,0.126,0.044
Lithuania,LTU,1871,0.076,0.126,0.044
Lithuania,LTU,1872,0.076,0.126,0.044
Lithuania,LTU,1873,0.076,0.126,0.044
Lithuania,LTU,1874,0.076,0.126,0.044
Lithuania,LTU,1875,0.076,0.126,0.044
Lithuania,LTU,1876,0.076,0.126,0.044
Lithuania,LTU,1877,0.076,0.126,0.044
Lithuania,LTU,1878,0.076,0.126,0.044
Lithuania,LTU,1879,0.076,0.126,0.044
Lithuania,LTU,1880,0.076,0.126,0.044
Lithuania,LTU,1881,0.076,0.126,0.044
Lithuania,LTU,1882,0.076,0.126,0.044
Lithuania,LTU,1883,0.076,0.126,0.044
Lithuania,LTU,1884,0.076,0.126,0.044
Lithuania,LTU,1885,0.076,0.126,0.044
Lithuania,LTU,1886,0.076,0.126,0.044
Lithuania,LTU,1887,0.076,0.126,0.044
Lithuania,LTU,1888,0.076,0.126,0.044
Lithuania,LTU,1889,0.076,0.126,0.044
Lithuania,LTU,1890,0.076,0.126,0.044
Lithuania,LTU,1891,0.076,0.126,0.044
Lithuania,LTU,1892,0.076,0.126,0.044
Lithuania,LTU,1893,0.092,0.15,0.054
Lithuania,LTU,1894,0.092,0.15,0.054
Lithuania,LTU,1895,0.092,0.15,0.054
Lithuania,LTU,1896,0.092,0.15,0.054
Lithuania,LTU,1897,0.092,0.15,0.054
Lithuania,LTU,1898,0.066,0.115,0.036
Lithuania,LTU,1899,0.066,0.115,0.036
Lithuania,LTU,1900,0.175,0.26,0.116
