Entity,Code,Year,4_1_PopGrowthRate
Ireland,IRL,1958,-0.57
Ireland,IRL,1959,-0.51
Ireland,IRL,1960,-0.37
Ireland,IRL,1961,0.08
Ireland,IRL,1962,0.35
Ireland,IRL,1963,0.43
Ireland,IRL,1964,0.51
Ireland,IRL,1965,0.54
Ireland,IRL,1966,0.48
Ireland,IRL,1967,0.61
Ireland,IRL,1968,0.56
Ireland,IRL,1969,0.65
Ireland,IRL,1970,0.75
Ireland,IRL,1971,1.4
Ireland,IRL,1972,1.58
Ireland,IRL,1973,1.58
Ireland,IRL,1974,1.54
Ireland,IRL,1975,1.52
Ireland,IRL,1976,1.49
Ireland,IRL,1977,1.54
Ireland,IRL,1978,1.57
Ireland,IRL,1979,1.22
Ireland,IRL,1980,1.12
Ireland,IRL,1981,0.84
Ireland,IRL,1982,0.7
Ireland,IRL,1983,0.56
Ireland,IRL,1984,0.48
Ireland,IRL,1985,0.37
Ireland,IRL,1986,0.19
Ireland,IRL,1987,-0.3
Ireland,IRL,1988,-0.59
Ireland,IRL,1989,-0.25
Ireland,IRL,1990,0.37
Ireland,IRL,1991,0.74
Ireland,IRL,1992,0.6
Ireland,IRL,1993,0.38
Ireland,IRL,1994,0.39
Ireland,IRL,1995,0.73
Ireland,IRL,1996,0.78
Ireland,IRL,1997,1.06
Ireland,IRL,1998,1.04
Ireland,IRL,1999,1.18
Ireland,IRL,2000,1.43
Ireland,IRL,2001,1.73
Ireland,IRL,2002,1.65
Ireland,IRL,2003,1.63
Ireland,IRL,2004,2.03
Ireland,IRL,2005,2.34
Ireland,IRL,2006,3.08
Ireland,IRL,2007,2.74
Ireland,IRL,2008,1.48
Ireland,IRL,2009,0.65
Ireland,IRL,2010,0.45
Ireland,IRL,2011,0.42
Ireland,IRL,2012,0.46
Ireland,IRL,2013,0.61
Ireland,IRL,2014,0.84
Ireland,IRL,2015,1.04
Ireland,IRL,2016,1.1
Ireland,IRL,2017,1.27
Ireland,IRL,2018,1.34
Ireland,IRL,2019,1.19
Ireland,IRL,2020,0.85
Ireland,IRL,2021,0.78
Ireland,IRL,2022,
Ireland,IRL,2023,
Ireland,IRL,2024,
Ireland,IRL,2025,
Ireland,IRL,2026,
Ireland,IRL,2027,
Ireland,IRL,2028,
Ireland,IRL,2029,
Ireland,IRL,2030,
Ireland,IRL,2031,
Ireland,IRL,2032,
Ireland,IRL,2033,
Ireland,IRL,2034,
Ireland,IRL,2035,
Ireland,IRL,2036,
Ireland,IRL,2037,
Ireland,IRL,2038,
Ireland,IRL,2039,
Ireland,IRL,2040,
Ireland,IRL,2041,
Ireland,IRL,2042,
Ireland,IRL,2043,
Ireland,IRL,2044,
Ireland,IRL,2045,
Ireland,IRL,2046,
Ireland,IRL,2047,
Ireland,IRL,2048,
Ireland,IRL,2049,
Ireland,IRL,2050,
Ireland,IRL,2051,
Ireland,IRL,2052,
Ireland,IRL,2053,
Ireland,IRL,2054,
Ireland,IRL,2055,
Ireland,IRL,2056,
Ireland,IRL,2057,
Ireland,IRL,2058,
Ireland,IRL,2059,
Ireland,IRL,2060,
Ireland,IRL,2061,
Ireland,IRL,2062,
Ireland,IRL,2063,
Ireland,IRL,2064,
Ireland,IRL,2065,
Ireland,IRL,2066,
Ireland,IRL,2067,
Ireland,IRL,2068,
Ireland,IRL,2069,
Ireland,IRL,2070,
Ireland,IRL,2071,
Ireland,IRL,2072,
Ireland,IRL,2073,
Ireland,IRL,2074,
Ireland,IRL,2075,
Ireland,IRL,2076,
Ireland,IRL,2077,
Ireland,IRL,2078,
Ireland,IRL,2079,
Ireland,IRL,2080,
Ireland,IRL,2081,
Ireland,IRL,2082,
Ireland,IRL,2083,
Ireland,IRL,2084,
Ireland,IRL,2085,
Ireland,IRL,2086,
Ireland,IRL,2087,
Ireland,IRL,2088,
Ireland,IRL,2089,
Ireland,IRL,2090,
Ireland,IRL,2091,
Ireland,IRL,2092,
Ireland,IRL,2093,
Ireland,IRL,2094,
Ireland,IRL,2095,
Ireland,IRL,2096,
Ireland,IRL,2097,
Ireland,IRL,2098,
Ireland,IRL,2099,
Ireland,IRL,2100,
Italy,ITA,1950,0.94
Italy,ITA,1951,0.61
Italy,ITA,1952,0.53
Italy,ITA,1953,1.15
Italy,ITA,1954,0.63
Italy,ITA,1955,0.61
Italy,ITA,1956,0.52
Italy,ITA,1957,0.54
Italy,ITA,1958,0.57
Italy,ITA,1959,0.63
Italy,ITA,1960,0.56
Italy,ITA,1961,0.63
Italy,ITA,1962,0.77
Italy,ITA,1963,0.79
Italy,ITA,1964,0.95
Italy,ITA,1965,0.83
Italy,ITA,1966,0.84
Italy,ITA,1967,0.75
Italy,ITA,1968,0.65
Italy,ITA,1969,0.64
Italy,ITA,1970,0.58
Italy,ITA,1971,0.59
Italy,ITA,1972,0.74
Italy,ITA,1973,0.68
Italy,ITA,1974,0.68
Italy,ITA,1975,0.56
Italy,ITA,1976,0.5
Italy,ITA,1977,0.44
Italy,ITA,1978,0.38
Italy,ITA,1979,0.31
Italy,ITA,1980,0.61
Italy,ITA,1981,0.12
Italy,ITA,1982,0.07
Italy,ITA,1983,0
Italy,ITA,1984,0.04
Italy,ITA,1985,0.02
Italy,ITA,1986,-0.01
Italy,ITA,1987,0.03
Italy,ITA,1988,0.07
Italy,ITA,1989,0.08
Italy,ITA,1990,0.08
Italy,ITA,1991,0.05
Italy,ITA,1992,0.08
Italy,ITA,1993,0.04
Italy,ITA,1994,0.01
Italy,ITA,1995,0
Italy,ITA,1996,0.05
Italy,ITA,1997,0.04
Italy,ITA,1998,0
Italy,ITA,1999,0.02
Italy,ITA,2000,0.06
Italy,ITA,2001,0.04
Italy,ITA,2002,0.35
Italy,ITA,2003,0.76
Italy,ITA,2004,0.75
Italy,ITA,2005,0.42
Italy,ITA,2006,0.37
Italy,ITA,2007,0.82
Italy,ITA,2008,0.69
Italy,ITA,2009,0.45
Italy,ITA,2010,0.42
Italy,ITA,2011,0.26
Italy,ITA,2012,0.29
Italy,ITA,2013,0.12
Italy,ITA,2014,-0.08
Italy,ITA,2015,-0.22
Italy,ITA,2016,-0.16
Italy,ITA,2017,-0.22
Italy,ITA,2018,-0.2
Italy,ITA,2019,-0.29
Italy,ITA,2020,-0.47
Italy,ITA,2021,-0.41
Italy,ITA,2022,
Italy,ITA,2023,
Italy,ITA,2024,
Italy,ITA,2025,
Italy,ITA,2026,
Italy,ITA,2027,
Italy,ITA,2028,
Italy,ITA,2029,
Italy,ITA,2030,
Italy,ITA,2031,
Italy,ITA,2032,
Italy,ITA,2033,
Italy,ITA,2034,
Italy,ITA,2035,
Italy,ITA,2036,
Italy,ITA,2037,
Italy,ITA,2038,
Italy,ITA,2039,
Italy,ITA,2040,
Italy,ITA,2041,
Italy,ITA,2042,
Italy,ITA,2043,
Italy,ITA,2044,
Italy,ITA,2045,
Italy,ITA,2046,
Italy,ITA,2047,
Italy,ITA,2048,
Italy,ITA,2049,
Italy,ITA,2050,
Italy,ITA,2051,
Italy,ITA,2052,
Italy,ITA,2053,
Italy,ITA,2054,
Italy,ITA,2055,
Italy,ITA,2056,
Italy,ITA,2057,
Italy,ITA,2058,
Italy,ITA,2059,
Italy,ITA,2060,
Italy,ITA,2061,
Italy,ITA,2062,
Italy,ITA,2063,
Italy,ITA,2064,
Italy,ITA,2065,
Italy,ITA,2066,
Italy,ITA,2067,
Italy,ITA,2068,
Italy,ITA,2069,
Italy,ITA,2070,
Italy,ITA,2071,
Italy,ITA,2072,
Italy,ITA,2073,
Italy,ITA,2074,
Italy,ITA,2075,
Italy,ITA,2076,
Italy,ITA,2077,
Italy,ITA,2078,
Italy,ITA,2079,
Italy,ITA,2080,
Italy,ITA,2081,
Italy,ITA,2082,
Italy,ITA,2083,
Italy,ITA,2084,
Italy,ITA,2085,
Italy,ITA,2086,
Italy,ITA,2087,
Italy,ITA,2088,
Italy,ITA,2089,
Italy,ITA,2090,
Italy,ITA,2091,
Italy,ITA,2092,
Italy,ITA,2093,
Italy,ITA,2094,
Italy,ITA,2095,
Italy,ITA,2096,
Italy,ITA,2097,
Italy,ITA,2098,
Italy,ITA,2099,
Italy,ITA,2100,
Latvia,LVA,1950,1.17
Latvia,LVA,1951,1.15
Latvia,LVA,1952,1.12
Latvia,LVA,1953,1.04
Latvia,LVA,1954,1.12
Latvia,LVA,1955,1.1
Latvia,LVA,1956,1.07
Latvia,LVA,1957,1.13
Latvia,LVA,1958,1.19
Latvia,LVA,1959,1.22
Latvia,LVA,1960,1.31
Latvia,LVA,1961,1.31
Latvia,LVA,1962,1.19
Latvia,LVA,1963,1.18
Latvia,LVA,1964,1.17
Latvia,LVA,1965,1.02
Latvia,LVA,1966,0.99
Latvia,LVA,1967,0.95
Latvia,LVA,1968,0.92
Latvia,LVA,1969,0.87
Latvia,LVA,1970,0.87
Latvia,LVA,1971,0.86
Latvia,LVA,1972,0.8
Latvia,LVA,1973,0.72
Latvia,LVA,1974,0.74
Latvia,LVA,1975,0.66
Latvia,LVA,1976,0.64
Latvia,LVA,1977,0.62
Latvia,LVA,1978,0.62
Latvia,LVA,1979,0.61
Latvia,LVA,1980,0.63
Latvia,LVA,1981,0.62
Latvia,LVA,1982,0.68
Latvia,LVA,1983,0.71
Latvia,LVA,1984,0.62
Latvia,LVA,1985,0.48
Latvia,LVA,1986,0.56
Latvia,LVA,1987,0.41
Latvia,LVA,1988,0.23
Latvia,LVA,1989,-0.01
Latvia,LVA,1990,-0.28
Latvia,LVA,1991,-0.49
Latvia,LVA,1992,-0.71
Latvia,LVA,1993,-1.1
Latvia,LVA,1994,-1.37
Latvia,LVA,1995,-1.43
Latvia,LVA,1996,-1.38
Latvia,LVA,1997,-1.44
Latvia,LVA,1998,-1.51
Latvia,LVA,1999,-1.43
Latvia,LVA,2000,-1.37
Latvia,LVA,2001,-1.43
Latvia,LVA,2002,-1.4
Latvia,LVA,2003,-1.36
Latvia,LVA,2004,-1.36
Latvia,LVA,2005,-1.34
Latvia,LVA,2006,-1.3
Latvia,LVA,2007,-1.25
Latvia,LVA,2008,-1.12
Latvia,LVA,2009,-1.14
Latvia,LVA,2010,-1.21
Latvia,LVA,2011,-1.14
Latvia,LVA,2012,-1.12
Latvia,LVA,2013,-1.05
Latvia,LVA,2014,-0.97
Latvia,LVA,2015,-0.94
Latvia,LVA,2016,-0.93
Latvia,LVA,2017,-0.97
Latvia,LVA,2018,-1.01
Latvia,LVA,2019,-0.97
Latvia,LVA,2020,-1.08
Latvia,LVA,2021,-1.38
Latvia,LVA,2022,
Latvia,LVA,2023,
Latvia,LVA,2024,
Latvia,LVA,2025,
Latvia,LVA,2026,
Latvia,LVA,2027,
Latvia,LVA,2028,
Latvia,LVA,2029,
Latvia,LVA,2030,
Latvia,LVA,2031,
Latvia,LVA,2032,
Latvia,LVA,2033,
Latvia,LVA,2034,
Latvia,LVA,2035,
Latvia,LVA,2036,
Latvia,LVA,2037,
Latvia,LVA,2038,
Latvia,LVA,2039,
Latvia,LVA,2040,
Latvia,LVA,2041,
Latvia,LVA,2042,
Latvia,LVA,2043,
Latvia,LVA,2044,
Latvia,LVA,2045,
Latvia,LVA,2046,
Latvia,LVA,2047,
Latvia,LVA,2048,
Latvia,LVA,2049,
Latvia,LVA,2050,
Latvia,LVA,2051,
Latvia,LVA,2052,
Latvia,LVA,2053,
Latvia,LVA,2054,
Latvia,LVA,2055,
Latvia,LVA,2056,
Latvia,LVA,2057,
Latvia,LVA,2058,
Latvia,LVA,2059,
Latvia,LVA,2060,
Latvia,LVA,2061,
Latvia,LVA,2062,
Latvia,LVA,2063,
Latvia,LVA,2064,
Latvia,LVA,2065,
Latvia,LVA,2066,
Latvia,LVA,2067,
Latvia,LVA,2068,
Latvia,LVA,2069,
Latvia,LVA,2070,
Latvia,LVA,2071,
Latvia,LVA,2072,
Latvia,LVA,2073,
Latvia,LVA,2074,
Latvia,LVA,2075,
Latvia,LVA,2076,
Latvia,LVA,2077,
Latvia,LVA,2078,
Latvia,LVA,2079,
Latvia,LVA,2080,
Latvia,LVA,2081,
Latvia,LVA,2082,
Latvia,LVA,2083,
Latvia,LVA,2084,
Latvia,LVA,2085,
Latvia,LVA,2086,
Latvia,LVA,2087,
Latvia,LVA,2088,
Latvia,LVA,2089,
Latvia,LVA,2090,
Latvia,LVA,2091,
Latvia,LVA,2092,
Latvia,LVA,2093,
Latvia,LVA,2094,
Latvia,LVA,2095,
Latvia,LVA,2096,
Latvia,LVA,2097,
Latvia,LVA,2098,
Latvia,LVA,2099,
Latvia,LVA,2100,
Lithuania,LTU,1950,0.92
Lithuania,LTU,1951,0.98
Lithuania,LTU,1952,1.01
Lithuania,LTU,1953,1.04
Lithuania,LTU,1954,1.07
Lithuania,LTU,1955,1.11
Lithuania,LTU,1956,1.16
Lithuania,LTU,1957,1.26
Lithuania,LTU,1958,1.32
Lithuania,LTU,1959,1.34
Lithuania,LTU,1960,1.41
Lithuania,LTU,1961,1.35
Lithuania,LTU,1962,1.16
Lithuania,LTU,1963,1.14
Lithuania,LTU,1964,1.12
Lithuania,LTU,1965,1.02
Lithuania,LTU,1966,1.01
Lithuania,LTU,1967,0.99
Lithuania,LTU,1968,1
Lithuania,LTU,1969,0.99
Lithuania,LTU,1970,1.03
Lithuania,LTU,1971,1.05
Lithuania,LTU,1972,0.95
Lithuania,LTU,1973,0.92
Lithuania,LTU,1974,0.93
Lithuania,LTU,1975,0.9
Lithuania,LTU,1976,0.92
Lithuania,LTU,1977,0.9
Lithuania,LTU,1978,0.88
Lithuania,LTU,1979,0.88
Lithuania,LTU,1980,0.82
Lithuania,LTU,1981,0.84
Lithuania,LTU,1982,0.86
Lithuania,LTU,1983,0.91
Lithuania,LTU,1984,0.81
Lithuania,LTU,1985,0.78
Lithuania,LTU,1986,0.85
Lithuania,LTU,1987,0.72
Lithuania,LTU,1988,0.54
Lithuania,LTU,1989,0.4
Lithuania,LTU,1990,0.27
Lithuania,LTU,1991,0.13
Lithuania,LTU,1992,-0.01
Lithuania,LTU,1993,-0.37
Lithuania,LTU,1994,-0.58
Lithuania,LTU,1995,-0.65
Lithuania,LTU,1996,-0.7
Lithuania,LTU,1997,-0.76
Lithuania,LTU,1998,-0.84
Lithuania,LTU,1999,-0.9
Lithuania,LTU,2000,-1
Lithuania,LTU,2001,-1.21
Lithuania,LTU,2002,-1.3
Lithuania,LTU,2003,-1.34
Lithuania,LTU,2004,-1.39
Lithuania,LTU,2005,-1.49
Lithuania,LTU,2006,-1.53
Lithuania,LTU,2007,-1.54
Lithuania,LTU,2008,-1.42
Lithuania,LTU,2009,-1.32
Lithuania,LTU,2010,-1.3
Lithuania,LTU,2011,-1.21
Lithuania,LTU,2012,-1.16
Lithuania,LTU,2013,-1.15
Lithuania,LTU,2014,-1.06
Lithuania,LTU,2015,-1.03
Lithuania,LTU,2016,-1.01
Lithuania,LTU,2017,-1
Lithuania,LTU,2018,-0.96
Lithuania,LTU,2019,-0.92
Lithuania,LTU,2020,-1.11
Lithuania,LTU,2021,-1.29
Lithuania,LTU,2022,
Lithuania,LTU,2023,
Lithuania,LTU,2024,
Lithuania,LTU,2025,
Lithuania,LTU,2026,
Lithuania,LTU,2027,
Lithuania,LTU,2028,
Lithuania,LTU,2029,
Lithuania,LTU,2030,
Lithuania,LTU,2031,
Lithuania,LTU,2032,
Lithuania,LTU,2033,
Lithuania,LTU,2034,
Lithuania,LTU,2035,
Lithuania,LTU,2036,
Lithuania,LTU,2037,
Lithuania,LTU,2038,
Lithuania,LTU,2039,
Lithuania,LTU,2040,
Lithuania,LTU,2041,
Lithuania,LTU,2042,
Lithuania,LTU,2043,
Lithuania,LTU,2044,
Lithuania,LTU,2045,
Lithuania,LTU,2046,
Lithuania,LTU,2047,
Lithuania,LTU,2048,
Lithuania,LTU,2049,
Lithuania,LTU,2050,
Lithuania,LTU,2051,
Lithuania,LTU,2052,
Lithuania,LTU,2053,
Lithuania,LTU,2054,
Lithuania,LTU,2055,
Lithuania,LTU,2056,
Lithuania,LTU,2057,
Lithuania,LTU,2058,
Lithuania,LTU,2059,
Lithuania,LTU,2060,
Lithuania,LTU,2061,
Lithuania,LTU,2062,
Lithuania,LTU,2063,
Lithuania,LTU,2064,
Lithuania,LTU,2065,
Lithuania,LTU,2066,
Lithuania,LTU,2067,
Lithuania,LTU,2068,
Lithuania,LTU,2069,
Lithuania,LTU,2070,
Lithuania,LTU,2071,
Lithuania,LTU,2072,
Lithuania,LTU,2073,
Lithuania,LTU,2074,
Lithuania,LTU,2075,
Lithuania,LTU,2076,
Lithuania,LTU,2077,
Lithuania,LTU,2078,
Lithuania,LTU,2079,
Lithuania,LTU,2080,
Lithuania,LTU,2081,
Lithuania,LTU,2082,
Lithuania,LTU,2083,
Lithuania,LTU,2084,
Lithuania,LTU,2085,
Lithuania,LTU,2086,
Lithuania,LTU,2087,
Lithuania,LTU,2088,
Lithuania,LTU,2089,
Lithuania,LTU,2090,
Lithuania,LTU,2091,
Lithuania,LTU,2092,
Lithuania,LTU,2093,
Lithuania,LTU,2094,
Lithuania,LTU,2095,
Lithuania,LTU,2096,
Lithuania,LTU,2097,
Lithuania,LTU,2098,
Lithuania,LTU,2099,
Lithuania,LTU,2100,
Luxembourg,LUX,1950,0.53
Luxembourg,LUX,1951,0.56
Luxembourg,LUX,1952,0.67
Luxembourg,LUX,1953,0.46
Luxembourg,LUX,1954,0.69
Luxembourg,LUX,1955,0.63
Luxembourg,LUX,1956,0.51
Luxembourg,LUX,1957,0.52
Luxembourg,LUX,1958,0.61
Luxembourg,LUX,1959,0.62
Luxembourg,LUX,1960,0.44
Luxembourg,LUX,1961,1.09
Luxembourg,LUX,1962,0.96
Luxembourg,LUX,1963,1
Luxembourg,LUX,1964,1.06
Luxembourg,LUX,1965,1.03
Luxembourg,LUX,1966,0.99
Luxembourg,LUX,1967,0.47
Luxembourg,LUX,1968,0.42
Luxembourg,LUX,1969,0.32
Luxembourg,LUX,1970,0.31
Luxembourg,LUX,1971,1.23
Luxembourg,LUX,1972,1.16
Luxembourg,LUX,1973,0.63
Luxembourg,LUX,1974,0.63
Luxembourg,LUX,1975,0.66
Luxembourg,LUX,1976,0.59
Luxembourg,LUX,1977,0.74
Luxembourg,LUX,1978,0.82
Luxembourg,LUX,1979,0.21
Luxembourg,LUX,1980,0.23
Luxembourg,LUX,1981,0.17
Luxembourg,LUX,1982,0.13
Luxembourg,LUX,1983,0.1
Luxembourg,LUX,1984,0.08
Luxembourg,LUX,1985,0.29
Luxembourg,LUX,1986,0.64
Luxembourg,LUX,1987,0.64
Luxembourg,LUX,1988,0.92
Luxembourg,LUX,1989,0.95
Luxembourg,LUX,1990,1.32
Luxembourg,LUX,1991,1.35
Luxembourg,LUX,1992,1.28
Luxembourg,LUX,1993,1.35
Luxembourg,LUX,1994,1.33
Luxembourg,LUX,1995,1.43
Luxembourg,LUX,1996,1.28
Luxembourg,LUX,1997,1.23
Luxembourg,LUX,1998,1.23
Luxembourg,LUX,1999,1.48
Luxembourg,LUX,2000,1.42
Luxembourg,LUX,2001,1.14
Luxembourg,LUX,2002,0.96
Luxembourg,LUX,2003,1.46
Luxembourg,LUX,2004,1.37
Luxembourg,LUX,2005,1.69
Luxembourg,LUX,2006,1.53
Luxembourg,LUX,2007,1.6
Luxembourg,LUX,2008,2.01
Luxembourg,LUX,2009,1.73
Luxembourg,LUX,2010,1.93
Luxembourg,LUX,2011,2.41
Luxembourg,LUX,2012,2.31
Luxembourg,LUX,2013,2.34
Luxembourg,LUX,2014,2.39
Luxembourg,LUX,2015,2.35
Luxembourg,LUX,2016,2.49
Luxembourg,LUX,2017,1.9
Luxembourg,LUX,2018,1.96
Luxembourg,LUX,2019,1.97
Luxembourg,LUX,2020,1.37
Luxembourg,LUX,2021,1.44
Luxembourg,LUX,2022,
Luxembourg,LUX,2023,
Luxembourg,LUX,2024,
Luxembourg,LUX,2025,
Luxembourg,LUX,2026,
Luxembourg,LUX,2027,
Luxembourg,LUX,2028,
Luxembourg,LUX,2029,
Luxembourg,LUX,2030,
Luxembourg,LUX,2031,
Luxembourg,LUX,2032,
Luxembourg,LUX,2033,
Luxembourg,LUX,2034,
Luxembourg,LUX,2035,
Luxembourg,LUX,2036,
Luxembourg,LUX,2037,
Luxembourg,LUX,2038,
Luxembourg,LUX,2039,
Luxembourg,LUX,2040,
Luxembourg,LUX,2041,
Luxembourg,LUX,2042,
Luxembourg,LUX,2043,
Luxembourg,LUX,2044,
Luxembourg,LUX,2045,
Luxembourg,LUX,2046,
Luxembourg,LUX,2047,
Luxembourg,LUX,2048,
Luxembourg,LUX,2049,
Luxembourg,LUX,2050,
Luxembourg,LUX,2051,
Luxembourg,LUX,2052,
Luxembourg,LUX,2053,
Luxembourg,LUX,2054,
Luxembourg,LUX,2055,
Luxembourg,LUX,2056,
Luxembourg,LUX,2057,
Luxembourg,LUX,2058,
Luxembourg,LUX,2059,
Luxembourg,LUX,2060,
Luxembourg,LUX,2061,
Luxembourg,LUX,2062,
Luxembourg,LUX,2063,
Luxembourg,LUX,2064,
Luxembourg,LUX,2065,
Luxembourg,LUX,2066,
Luxembourg,LUX,2067,
Luxembourg,LUX,2068,
Luxembourg,LUX,2069,
Luxembourg,LUX,2070,
Luxembourg,LUX,2071,
Luxembourg,LUX,2072,
Luxembourg,LUX,2073,
Luxembourg,LUX,2074,
Luxembourg,LUX,2075,
Luxembourg,LUX,2076,
Luxembourg,LUX,2077,
Luxembourg,LUX,2078,
Luxembourg,LUX,2079,
Luxembourg,LUX,2080,
Luxembourg,LUX,2081,
Luxembourg,LUX,2082,
Luxembourg,LUX,2083,
Luxembourg,LUX,2084,
Luxembourg,LUX,2085,
Luxembourg,LUX,2086,
Luxembourg,LUX,2087,
Luxembourg,LUX,2088,
Luxembourg,LUX,2089,
Luxembourg,LUX,2090,
Luxembourg,LUX,2091,
Luxembourg,LUX,2092,
Luxembourg,LUX,2093,
Luxembourg,LUX,2094,
Luxembourg,LUX,2095,
Luxembourg,LUX,2096,
Luxembourg,LUX,2097,
Luxembourg,LUX,2098,
Luxembourg,LUX,2099,
Luxembourg,LUX,2100,
Malta,MLT,1950,2.15
Malta,MLT,1951,2.13
Malta,MLT,1952,2.2
Malta,MLT,1953,2.16
Malta,MLT,1954,1.88
Malta,MLT,1955,1.76
Malta,MLT,1956,1.38
Malta,MLT,1957,0.97
Malta,MLT,1958,0.68
Malta,MLT,1959,0.28
Malta,MLT,1960,0.11
Malta,MLT,1961,-0.41
Malta,MLT,1962,-0.58
Malta,MLT,1963,-0.95
Malta,MLT,1964,-0.94
Malta,MLT,1965,-1.1
Malta,MLT,1966,-1
Malta,MLT,1967,-0.76
Malta,MLT,1968,-0.55
Malta,MLT,1969,-0.46
Malta,MLT,1970,-0.2
Malta,MLT,1971,0
Malta,MLT,1972,0.17
Malta,MLT,1973,0.35
Malta,MLT,1974,0.54
Malta,MLT,1975,0.72
Malta,MLT,1976,0.77
Malta,MLT,1977,0.86
Malta,MLT,1978,0.87
Malta,MLT,1979,0.96
Malta,MLT,1980,0.92
Malta,MLT,1981,0.89
Malta,MLT,1982,0.92
Malta,MLT,1983,0.97
Malta,MLT,1984,0.89
Malta,MLT,1985,0.86
Malta,MLT,1986,0.84
Malta,MLT,1987,0.9
Malta,MLT,1988,0.93
Malta,MLT,1989,0.98
Malta,MLT,1990,0.94
Malta,MLT,1991,0.85
Malta,MLT,1992,0.89
Malta,MLT,1993,0.91
Malta,MLT,1994,0.85
Malta,MLT,1995,0.88
Malta,MLT,1996,0.9
Malta,MLT,1997,0.94
Malta,MLT,1998,0.92
Malta,MLT,1999,0.85
Malta,MLT,2000,0.77
Malta,MLT,2001,0.69
Malta,MLT,2002,0.57
Malta,MLT,2003,0.52
Malta,MLT,2004,0.4
Malta,MLT,2005,0.29
Malta,MLT,2006,0.19
Malta,MLT,2007,0.24
Malta,MLT,2008,0.4
Malta,MLT,2009,0.61
Malta,MLT,2010,0.95
Malta,MLT,2011,1.34
Malta,MLT,2012,1.63
Malta,MLT,2013,1.88
Malta,MLT,2014,2.15
Malta,MLT,2015,2.34
Malta,MLT,2016,2.48
Malta,MLT,2017,2.5
Malta,MLT,2018,2.48
Malta,MLT,2019,2.37
Malta,MLT,2020,2.24
Malta,MLT,2021,2.14
Malta,MLT,2022,
Malta,MLT,2023,
Malta,MLT,2024,
Malta,MLT,2025,
Malta,MLT,2026,
Malta,MLT,2027,
Malta,MLT,2028,
Malta,MLT,2029,
Malta,MLT,2030,
Malta,MLT,2031,
Malta,MLT,2032,
Malta,MLT,2033,
Malta,MLT,2034,
Malta,MLT,2035,
Malta,MLT,2036,
Malta,MLT,2037,
Malta,MLT,2038,
Malta,MLT,2039,
Malta,MLT,2040,
Malta,MLT,2041,
Malta,MLT,2042,
Malta,MLT,2043,
Malta,MLT,2044,
Malta,MLT,2045,
Malta,MLT,2046,
Malta,MLT,2047,
Malta,MLT,2048,
Malta,MLT,2049,
Malta,MLT,2050,
Malta,MLT,2051,
Malta,MLT,2052,
Malta,MLT,2053,
Malta,MLT,2054,
Malta,MLT,2055,
Malta,MLT,2056,
Malta,MLT,2057,
Malta,MLT,2058,
Malta,MLT,2059,
Malta,MLT,2060,
Malta,MLT,2061,
Malta,MLT,2062,
Malta,MLT,2063,
Malta,MLT,2064,
Malta,MLT,2065,
Malta,MLT,2066,
Malta,MLT,2067,
Malta,MLT,2068,
Malta,MLT,2069,
Malta,MLT,2070,
Malta,MLT,2071,
Malta,MLT,2072,
Malta,MLT,2073,
Malta,MLT,2074,
Malta,MLT,2075,
Malta,MLT,2076,
Malta,MLT,2077,
Malta,MLT,2078,
Malta,MLT,2079,
Malta,MLT,2080,
Malta,MLT,2081,
Malta,MLT,2082,
Malta,MLT,2083,
Malta,MLT,2084,
Malta,MLT,2085,
Malta,MLT,2086,
Malta,MLT,2087,
Malta,MLT,2088,
Malta,MLT,2089,
Malta,MLT,2090,
Malta,MLT,2091,
Malta,MLT,2092,
Malta,MLT,2093,
Malta,MLT,2094,
Malta,MLT,2095,
Malta,MLT,2096,
Malta,MLT,2097,
Malta,MLT,2098,
Malta,MLT,2099,
Malta,MLT,2100,
Netherlands,NLD,1950,1.32
Netherlands,NLD,1951,1.3
Netherlands,NLD,1952,1.34
Netherlands,NLD,1953,1.26
Netherlands,NLD,1954,1.28
Netherlands,NLD,1955,1.28
Netherlands,NLD,1956,1.26
Netherlands,NLD,1957,1.3
Netherlands,NLD,1958,1.32
Netherlands,NLD,1959,1.35
Netherlands,NLD,1960,1.3
Netherlands,NLD,1961,1.36
Netherlands,NLD,1962,1.3
Netherlands,NLD,1963,1.31
Netherlands,NLD,1964,1.34
Netherlands,NLD,1965,1.25
Netherlands,NLD,1966,1.2
Netherlands,NLD,1967,1.21
Netherlands,NLD,1968,1.17
Netherlands,NLD,1969,1.24
Netherlands,NLD,1970,1.18
Netherlands,NLD,1971,1.1
Netherlands,NLD,1972,0.98
Netherlands,NLD,1973,0.87
Netherlands,NLD,1974,0.81
Netherlands,NLD,1975,0.71
Netherlands,NLD,1976,0.69
Netherlands,NLD,1977,0.69
Netherlands,NLD,1978,0.66
Netherlands,NLD,1979,0.64
Netherlands,NLD,1980,0.64
Netherlands,NLD,1981,0.59
Netherlands,NLD,1982,0.52
Netherlands,NLD,1983,0.5
Netherlands,NLD,1984,0.51
Netherlands,NLD,1985,0.51
Netherlands,NLD,1986,0.54
Netherlands,NLD,1987,0.59
Netherlands,NLD,1988,0.59
Netherlands,NLD,1989,0.59
Netherlands,NLD,1990,0.67
Netherlands,NLD,1991,0.69
Netherlands,NLD,1992,0.69
Netherlands,NLD,1993,0.63
Netherlands,NLD,1994,0.66
Netherlands,NLD,1995,0.61
Netherlands,NLD,1996,0.58
