year bd_best bd_low bd_high type_of_conflict battle_location battle_location
2020 1901 1862 2188 4 SOM Somalia
2021 2119 2110 2645 4 ETH: SOM Ethiopia:_Somalia
2009 68 64 69 4 SOM Somalia
2010 82 76 85 4 SOM Somalia
1991 45 45 45 3 IRN: IRQ Iran:_Iraq
1993 76 76 152 3 IRN: IRQ: ITA: PAK Iran:_Iraq:_Italy:_Pakistan
1997 38 38 42 3 IRN: IRQ Iran:_Iraq
1999 28 28 35 3 IRN: IRQ Iran:_Iraq
2000 40 40 77 3 IRN: IRQ Iran:_Iraq
2001 119 119 149 3 IRN: IRQ Iran:_Iraq
2005 28 28 37 3 IRN Iran
2006 31 26 68 3 IRN: IRQ Iran:_Iraq
2007 61 40 131 3 IRN: IRQ Iran:_Iraq
2008 42 42 178 3 IRN: IRQ Iran:_Iraq
2009 67 67 67 3 IRN Iran
2011 242 235 246 3 IRN: IRQ Iran:_Iraq
2018 28 27 37 3 IRN: IRQ Iran:_Iraq
2020 35 27 44 3 IRN: IRQ Iran:_Iraq
2021 30 18 30 3 IRN: IRQ Iran:_Iraq
2006 26 26 55 3 IRN Iran
2007 25 21 69 3 IRN Iran
2008 79 79 87 3 IRN: PAK Iran:_Pakistan
2009 66 54 81 3 IRN Iran
2010 74 74 74 3 IRN Iran
1989 27 27 27 3 LBR Liberia
1990 236 236 280 3 CIV: LBR Ivory_Coast:_Liberia
1990 111 111 151 3 LBR Liberia
2000 57 57 57 3 LBR Liberia
2001 341 341 341 3 LBR Liberia
2002 492 391 517 3 LBR Liberia
2003 1711 1711 1811 3 LBR Liberia
2003 76 76 76 3 LBR Liberia
1991 44 44 44 3 Spain Spain
1995 25 25 25 3 IND India
1996 28 28 28 3 IND India
1998 25 25 25 3 IND India
2000 29 29 29 3 IND India
2004 26 26 26 3 IND India
2006 42 41 42 3 IND India
1993 25 25 25 3 IND India
1994 25 25 25 3 IND India
1999 31 31 31 3 IND India
2000 31 31 35 3 IND India
2003 27 27 27 3 IND India
2004 34 34 34 3 IND India
2005 47 47 53 3 IND India
2006 31 28 33 3 IND India
2007 45 45 73 3 IND India
2009 29 26 35 3 IND India
2008 63 63 64 3 IND India
2009 29 8 41 3 IND India
2008 36 36 36 3 IND India
2009 38 25 38 3 IND India
1989 905 905 928 3 IND India
1990 1839 1839 1882 3 IND India
1991 2673 2673 2739 3 IND India
1992 2390 2390 2444 3 IND India
1993 358 358 360 3 IND India
1989 34 34 34 3 LKA Sri_Lanka
1990 3561 3561 4600 3 LKA Sri_Lanka
1991 6432 6432 6787 3 LKA Sri_Lanka
1992 4091 4091 4247 3 LKA Sri_Lanka
1993 2075 2075 2347 3 LKA Sri_Lanka
1994 657 657 746 3 LKA Sri_Lanka
1995 4755 4748 5062 3 LKA Sri_Lanka
1996 3868 3868 4254 3 FRA: LKA France:_Sri_Lanka
1997 2880 2880 3959 3 LKA Sri_Lanka
1998 3762 3763 4420 3 LKA Sri_Lanka
1999 1882 1882 2616 3 LKA Sri_Lanka
2000 2525 2525 4155 3 LKA Sri_Lanka
2001 1144 1144 1145 3 LKA Sri_Lanka
2003 29 17 46 3 LKA Sri_Lanka
2005 88 88 90 3 LKA Sri_Lanka
2006 1970 1970 2845 3 LKA Sri_Lanka
2007 2494 2391 3070 3 LKA Sri_Lanka
2008 8262 8262 9917 3 LKA Sri_Lanka
2009 10165 10136 13702 3 LKA Sri_Lanka
1989 111 111 111 3 LKA Sri_Lanka
1989 442 442 442 3 TUR Turkey
1990 526 514 525 3 TUR Turkey
1991 353 352 357 3 IRQ: TUR Iraq:_Turkey
1992 1637 1637 1717 3 IRQ: TUR Iraq:_Turkey
1993 2301 2301 2589 3 TUR Turkey
1994 4105 4104 4207 3 IRQ: TUR Iraq:_Turkey
1995 3170 3170 3264 3 IRQ: TUR Iraq:_Turkey
1996 3514 3514 3548 3 IRQ: TUR Iraq:_Turkey
1997 4336 4335 5558 3 IRQ: TUR Iraq:_Turkey
1998 2043 2042 2127 3 IRQ: TUR Iraq:_Turkey
1999 1400 1400 1477 3 IRQ: TUR Iraq:_Turkey
2000 176 176 180 3 IRQ: TUR Iraq:_Turkey
2001 132 132 147 3 IRQ: TUR Iraq:_Turkey
2002 54 54 73 3 IRQ: TUR Iraq:_Turkey
2003 82 82 85 3 IRQ: TUR Iraq:_Turkey
2004 195 195 333 3 IRQ: TUR Iraq:_Turkey
2005 263 258 294 3 TUR Turkey
2006 225 225 276 3 TUR Turkey
2007 499 499 521 3 IRQ: TUR Iraq:_Turkey
2008 588 550 974 3 IRQ: TUR Iraq:_Turkey
2009 147 142 162 3 IRQ: TUR Iraq:_Turkey
2010 352 343 410 3 IRQ: TUR Iraq:_Turkey
2011 592 591 759 3 IRQ: TUR Iraq:_Turkey
2012 853 853 866 3 IRQ: TUR Iraq:_Turkey
2013 31 31 35 3 IRQ: TUR Iraq:_Turkey
2015 907 902 1402 3 IRQ: TUR Iraq:_Turkey
2016 1063 1063 1073 3 IRQ: TUR Iraq:_Turkey
2017 707 707 722 3 IRQ: SYR: TUR Iraq:_Syria:_Turkey
2018 895 887 903 3 IRN: IRQ: TUR Iran:_Iraq:_Turkey
2019 542 542 623 3 IRQ: TUR Iraq:_Turkey
2020 375 372 391 3 IRQ: TUR Iraq:_Turkey
2021 447 438 545 3 IRQ: SYR: TUR Iraq:_Syria:_Turkey
1989 29 29 30 3 Comoros Comoros
1996 25 25 25 3 ETH Ethiopia
1990 407 402 586 3 IND India
1991 330 330 551 3 IND India
1992 265 265 337 3 IND India
1993 846 845 1159 3 IND India
1994 958 955 1148 3 IND India
1995 687 687 894 3 IND India
1996 489 489 1232 3 IND India
1997 533 533 555 3 IND India
1998 576 576 701 3 IND India
1999 864 844 876 3 IND India
2000 2353 2341 2408 3 IND: PAK India:_Pakistan
2001 739 668 3465 3 IND India
2002 1493 1493 1493 3 IND India
2003 1312 1306 1402 3 IND India
2004 1001 991 1054 3 IND India
2005 1058 1055 1139 3 IND India
2006 705 698 728 3 IND India
2007 550 540 562 3 IND India
2008 500 482 525 3 IND India
2009 361 358 393 3 IND India
2010 370 365 437 3 IND India
2011 140 140 147 3 IND India
2012 144 143 147 3 IND India
2013 146 140 147 3 IND India
2014 179 178 228 3 IND India
2015 165 164 170 3 IND India
2016 281 281 296 3 AFG: IND Afghanistan:_India
2017 322 322 322 3 IND India
2018 386 387 391 3 IND India
2019 267 266 276 3 IND India
2020 311 311 312 3 IND: PAK India:_Pakistan
2021 250 247 254 3 IND: PAK India:_Pakistan
1990 30 6 30 3 IND India
1994 25 25 126 3 IND India
1995 29 17 78 3 IND India
1996 48 48 53 3 IND India
1997 112 112 119 3 IND India
1998 55 55 57 3 IND India
1999 53 53 58 3 IND India
2000 87 76 87 3 IND India
2001 113 113 124 3 IND India
2002 59 59 59 3 IND India
2003 43 43 58 3 IND India
2004 70 69 74 3 IND India
2005 78 77 78 3 IND India
2006 49 49 50 3 IND India
2007 114 114 120 3 IND India
2008 75 75 78 3 IND India
2009 63 61 65 3 IND India
2010 32 32 33 3 IND India
1990 72 61 127 3 IDN Indonesia
1991 58 57 133 3 IDN Indonesia
1999 187 179 258 3 IDN Indonesia
2000 286 242 332 3 IDN Indonesia
2001 278 254 306 3 IDN Indonesia
2002 466 429 571 3 IDN Indonesia
2003 868 839 1365 3 IDN Indonesia
2004 935 932 1075 3 IDN Indonesia
2005 213 213 215 3 IDN Indonesia
1989 77 24 233 3 PAN Panama
1989 843 745 2001 2 PAN Panama
1990 55 55 65 3 PNG Papua_New_Guinea
1992 35 35 55 3 PNG: SLB Papua_New_Guinea:_Solomon_Islands
1993 34 34 62 3 PNG Papua_New_Guinea
1994 26 26 26 3 PNG Papua_New_Guinea
1995 29 29 31 3 PNG Papua_New_Guinea
1996 78 78 80 3 PNG Papua_New_Guinea
1989 196 196 446 3 ROU Romania
1990 1058 1058 1058 2 KWT Kuwait
1991 21790 21747 26203 2 IRQ: KWT Iraq:_Kuwait:_Philippines:_Saudi_Arabia
1990 457 457 467 3 MLI Mali
1994 106 106 106 3 MLI Mali
2007 39 39 39 3 MLI Mali
2008 112 112 127 3 MLI Mali
2009 39 39 39 3 MLI Mali
1994 50 50 90 3 NER Niger
1990 1126 1098 2338 4 RWA Rwanda
1991 153 150 1977 3 RWA Rwanda
1992 87 87 1390 3 RWA Rwanda
1993 353 353 403 3 RWA Rwanda
1994 1208 1107 1399 3 RWA Rwanda
1996 90 90 390 3 RWA Rwanda
1997 636 636 1024 3 COD : RWA DR_Congo_(Zaire):_Rwanda
1998 1096 1096 1901 3 COD : RWA DR_Congo_(Zaire):_Rwanda
1999 315 115 315 3 COD  DR_Congo_(Zaire)
2000 155 155 294 3 COD  DR_Congo_(Zaire)
1990 58 58 58 3 SEN Senegal
1992 78 78 78 3 GNB: SEN Guinea-Bissau:_Senegal
1993 233 233 243 3 SEN Senegal
1995 299 299 303 3 SEN Senegal
1997 319 319 319 3 SEN Senegal
1998 242 242 252 3 SEN Senegal
2000 47 47 52 3 GNB: SEN Guinea-Bissau:_Senegal
2001 33 33 223 3 SEN Senegal
2003 39 38 39 3 SEN Senegal
2011 25 25 43 3 SEN Senegal
1990 49 49 64 3 RUS  Russia_(Soviet_Union)
1991 220 220 501 3 RUS  Russia_(Soviet_Union)
1990 143 29 338 3 RUS  Russia_(Soviet_Union)
1990 39 32 55 3 TTO Trinidad_and_Tobago
1991 59 59 239 3 DJI Djibouti
1992 129 44 757 3 DJI Djibouti
1993 33 33 107 3 DJI Djibouti
1994 39 39 46 3 DJI Djibouti
1999 25 25 57 3 DJI Djibouti
1991 52 52 170 3 GEO Georgia
1992 71 71 76 3 GEO Georgia
1993 152 152 152 3 GEO Georgia
1989 48 21 57 3 HTI Haiti
1991 160 55 359 3 HTI Haiti
2004 146 69 334 3 HTI Haiti
2004 61 61 182 3 HTI Haiti
1991 552 551 1263 4 SLE Sierra_Leone
1992 218 218 342 4 SLE Sierra_Leone
1993 415 415 1088 4 LBR: SLE Liberia:_Sierra_Leone
1994 628 628 779 4 SLE Sierra_Leone
1995 1472 1472 2052 4 SLE Sierra_Leone
1996 570 570 735 4 SLE Sierra_Leone
1997 47 47 48 4 SLE Sierra_Leone
1998 802 802 1020 4 SLE Sierra_Leone
1999 457 457 818 4 SLE Sierra_Leone
2000 355 355 614 4 SLE Sierra_Leone
2001 48 48 92 3 SLE Sierra_Leone
1997 40 40 40 3 SLE Sierra_Leone
1998 2103 2101 2645 4 SLE Sierra_Leone
1999 2696 2696 4832 4 SLE Sierra_Leone
1997 661 660 1464 4 SLE Sierra_Leone
1998 382 382 532 4 SLE Sierra_Leone
2000 27 27 28 4 SLE Sierra_Leone
1991 39 39 39 3 TUR Turkey
1992 71 71 71 3 TUR Turkey
1993 32 32 32 3 TUR Turkey
2005 30 30 30 3 TUR Turkey
1991 64 64 64 3 SRB  Serbia_(Yugoslavia)
1991 25 25 25 3 SRB  Serbia_(Yugoslavia)
1991 2933 2860 4376 3 SRB  Serbia_(Yugoslavia)
1992 153 153 163 3 SRB  Serbia_(Yugoslavia)
1991 34 34 34 3 DZA Algeria
1992 257 257 336 3 DZA Algeria
1993 775 775 835 3 DZA Algeria
1994 1346 1346 1469 3 DZA Algeria
1995 25 1 151 3 DZA Algeria
1996 25 19 153 3 DZA Algeria
1997 40 40 220 3 DZA Algeria
1993 25 25 25 3 DZA Algeria
1994 570 570 610 3 DZA Algeria
1995 2983 2983 5940 3 DZA Algeria
1996 1059 1059 1354 3 DZA Algeria
1997 1363 1363 1841 3 DZA Algeria
1998 3029 3029 3665 3 DZA Algeria
1999 965 965 993 3 DZA Algeria
2000 26 26 26 3 DZA Algeria
2001 136 136 150 3 DZA Algeria
2002 35 35 35 3 DZA Algeria
2003 25 25 25 3 DZA Algeria
1999 66 66 66 3 DZA Algeria
2000 921 921 1000 3 DZA Algeria
2001 506 506 716 3 DZA Algeria
2002 504 504 505 3 DZA Algeria
2003 645 645 661 3 DZA Algeria
2004 451 451 467 4 DZA: TCD: NER Algeria:_Chad:_Niger
2005 229 228 262 3 DZA: MLI Algeria:_Mali
2006 255 255 286 3 DZA Algeria
2007 472 471 518 3 DZA Algeria
2008 339 339 410 3 DZA Algeria
2009 505 493 674 3 DZA Algeria
2010 236 236 276 3 DZA Algeria
2011 267 259 273 3 DZA Algeria
2012 231 225 285 3 DZA Algeria
2013 147 147 165 3 DZA Algeria
2014 107 83 147 3 DZA Algeria
2015 84 81 91 3 DZA Algeria
2016 86 82 91 3 DZA Algeria
2017 60 60 73 3 DZA Algeria
2018 33 33 37 3 DZA Algeria
2020 26 26 26 3 DZA Algeria
1991 25 6 41 3 AGO Angola
1994 25 0 74 3 AGO Angola
1997 25 4 42 3 AGO Angola
2002 25 1 37 3 AGO Angola
1992 25 2 128 3 AGO Angola
1994 25 4 80 3 AGO Angola
1995 25 3 87 3 AGO Angola
1996 29 6 256 3 AGO Angola
1997 26 2 28 3 AGO Angola
1998 25 13 313 3 AGO Angola
2002 31 31 398 3 AGO Angola
2003 25 22 146 3 AGO Angola
2004 25 8 54 3 AGO Angola
2007 25 0 110 3 AGO Angola
2009 25 1 66 3 AGO Angola
1991 35 35 35 4 AZE Azerbaijan
1992 2167 2099 3635 4 ARM: AZE Armenia:_Azerbaijan
1993 1171 968 1801 4 ARM: AZE Armenia:_Azerbaijan
1994 1507 1257 3937 3 ARM: AZE Armenia:_Azerbaijan
1997 29 29 36 4 AZE Azerbaijan
1998 34 34 38 4 AZE Azerbaijan
2005 25 25 26 4 ARM: AZE Armenia:_Azerbaijan
2008 30 30 43 4 AZE Azerbaijan
2012 25 25 27 4 ARM: AZE Armenia:_Azerbaijan
2014 46 45 54 4 AZE Azerbaijan
2015 72 65 121 4 ARM: AZE Armenia:_Azerbaijan
2016 141 141 263 4 ARM: AZE Armenia:_Azerbaijan
2017 36 36 37 4 AZE Azerbaijan
2020 7646 7548 9077 4 ARM: AZE Armenia:_Azerbaijan
2021 40 40 43 4 ARM: AZE Armenia:_Azerbaijan
1992 25 25 25 4 BIH Bosnia-Herzegovina
1993 25 25 25 4 BIH Bosnia-Herzegovina
1994 25 25 25 3 BIH Bosnia-Herzegovina
1995 25 25 25 3 BIH Bosnia-Herzegovina
1992 16757 13749 18852 4 BIH Bosnia-Herzegovina:_Croatia:_Serbia_(Yugoslavia)
1993 4949 4451 6285 4 BIH Bosnia-Herzegovina
1994 3506 3017 4237 3 BIH Bosnia-Herzegovina
1995 1172 716 2884 3 BIH Bosnia-Herzegovina
1992 25 25 25 4 HRV Croatia
1992 4000 3966 4031 4 BIH Bosnia-Herzegovina:_Croatia:_Serbia_(Yugoslavia)
1993 410 410 478 4 BIH Bosnia-Herzegovina:_Croatia
1995 858 420 2549 3 BIH Bosnia-Herzegovina:_Croatia
1993 103 103 119 3 EGY Egypt
1994 145 145 157 3 EGY Egypt
1995 191 191 199 3 EGY: ETH Egypt:_Ethiopia
1996 85 85 99 3 EGY Egypt
1997 66 66 69 3 EGY Egypt
1998 27 27 29 3 EGY Egypt
1992 566 566 1195 3 GEO Georgia
1993 1611 1611 2563 3 GEO Georgia
1992 134 134 137 3 GEO Georgia
2004 27 27 73 3 GEO Georgia
2008 621 621 859 4 GEO Georgia
1992 585 316 632 3 MDA Moldova
1992 2936 2933 3588 4 TJK Tajikistan
1993 1395 1395 1596 4 AFG: TJK Afghanistan:_Tajikistan
1994 356 356 645 4 TJK Tajikistan
1995 368 362 649 4 AFG: TJK Afghanistan:_Tajikistan
1996 2790 2790 2869 4 TJK Tajikistan
1998 83 83 100 3 TJK Tajikistan
1997 87 87 87 3 TJK Tajikistan
1998 517 517 517 3 TJK Tajikistan
1993 60 60 88 3 AZE Azerbaijan
1995 44 44 72 3 AZE Azerbaijan
1993 231 202 317 3 BIH Bosnia-Herzegovina
1994 697 684 1001 3 BIH Bosnia-Herzegovina
1995 116 115 389 3 BIH Bosnia-Herzegovina:_Croatia
1993 25 25 25 4 BIH Bosnia-Herzegovina
1994 25 25 25 3 BIH Bosnia-Herzegovina
1992 88 88 88 3 BIH Bosnia-Herzegovina
1993 7849 7450 8538 4 BIH Bosnia-Herzegovina
1994 650 539 657 3 BIH Bosnia-Herzegovina
1993 145 145 147 3 RUS  Russia_(Soviet_Union)
1994 145 145 445 3 Mexico Mexico
1996 37 37 70 3 Mexico Mexico
1994 229 229 338 3 RUS  Russia_(Soviet_Union)
1995 1754 1754 3896 3 RUS  Russia_(Soviet_Union)
1996 2721 2704 4027 3 RUS  Russia_(Soviet_Union)
1999 5769 5719 12068 3 RUS  Russia_(Soviet_Union)
2000 2907 2907 5329 3 RUS  Russia_(Soviet_Union)
2001 791 790 1032 3 RUS  Russia_(Soviet_Union)
2002 1289 1131 3196 3 GEO: RUS  Georgia:_Russia_(Soviet_Union)
2003 480 476 626 3 RUS  Russia_(Soviet_Union)
2004 1151 1134 1304 3 QAT: RUS  Qatar:_Russia_(Soviet_Union)
2005 682 650 735 3 RUS  Russia_(Soviet_Union)
2006 259 259 357 3 RUS  Russia_(Soviet_Union)
2007 146 146 217 3 RUS  Russia_(Soviet_Union)
1994 1489 1283 3253 3 YEM  Yemen_(North_Yemen)
1995 99 92 303 2 ECU: PER Ecuador:_Peru
1990 70 70 70 3 PAK Pakistan
1994 38 38 38 3 PAK Pakistan
1995 52 52 55 3 PAK Pakistan
1996 42 42 42 3 PAK Pakistan
2007 585 585 727 3 PAK Pakistan
2008 2998 2980 3699 3 PAK Pakistan
2009 5968 4443 6317 3 PAK Pakistan
2010 5502 5250 6337 3 PAK Pakistan
2011 2598 2561 2909 3 AFG: PAK Afghanistan:_Pakistan
2012 2309 2309 2377 3 PAK Pakistan
2013 1630 1630 1659 3 PAK Pakistan
2014 2616 2616 2665 3 PAK Pakistan
2015 1954 1954 1989 4 AFG: PAK Afghanistan:_Pakistan
2016 526 526 534 4 AFG: PAK Afghanistan:_Pakistan
2017 506 506 507 4 AFG: PAK Afghanistan:_Pakistan
2018 147 147 155 4 AFG: PAK Afghanistan:_Pakistan
2019 148 148 153 3 PAK Pakistan
2020 186 186 186 3 PAK Pakistan
2021 259 257 273 3 AFG: PAK Afghanistan:_Pakistan
1996 56 56 57 2 CMR Cameroon
1995 34 34 34 3 NER Niger
1997 56 56 78 3 Comoros Comoros
1993 53 53 53 3 COG Congo
1998 101 101 123 4 COG Congo
1997 10000 10000 20000 4 COG: COD  Congo:_DR_Congo_(Zaire)
1997 33 33 33 4 COG Congo
1998 155 155 337 4 COG Congo
1999 117 117 1007 4 COG Congo
1998 3016 3016 3016 4 COG Congo
1999 509 509 509 4 COG Congo
2002 167 167 171 4 COG Congo
2016 73 73 73 3 COG Congo
1998 1000 218 1980 2 ERI: ETH Eritrea:_Ethiopia
1999 47192 47192 47192 2 ERI: ETH Eritrea:_Ethiopia
2000 50000 50000 50000 2 ERI: ETH Eritrea:_Ethiopia
2016 25 25 200 2 ERI Eritrea
1998 505 501 702 4 GNB Guinea-Bissau
1999 199 154 225 4 GNB Guinea-Bissau
1998 78 78 78 4 Lesotho Lesotho
1998 1235 379 2016 3 SRB  Serbia_(Yugoslavia)
1999 1404 1349 3074 4 ALB: SRB  Albania:_Serbia_(Yugoslavia)
1989 25 25 150 3 ETH Ethiopia
1990 80 80 3036 3 ETH Ethiopia
1991 700 700 1330 3 ETH Ethiopia
1992 165 165 275 3 ETH Ethiopia
1994 25 25 42 3 ETH Ethiopia
1995 25 1 402 3 ETH Ethiopia
1998 25 25 25 3 ETH Ethiopia
1999 683 372 2914 3 ETH: KEN Ethiopia:_Kenya
2000 25 25 608 3 ETH Ethiopia
2001 25 10 876 3 ETH: KEN Ethiopia:_Kenya
2002 25 25 1434 3 ETH Ethiopia
2003 25 25 76 3 ETH Ethiopia
2004 25 0 167 3 ETH Ethiopia
2005 25 0 75 3 ETH Ethiopia
2006 25 0 202 3 ETH Ethiopia
2007 25 0 361 3 ETH Ethiopia
2008 25 25 175 3 ETH Ethiopia
2009 42 42 97 3 ETH Ethiopia
2010 25 25 128 3 ETH Ethiopia
2011 25 0 174 3 ETH Ethiopia
2012 25 25 162 3 ETH Ethiopia
2013 25 25 93 3 ETH Ethiopia
2015 25 25 110 3 ETH: KEN Ethiopia:_Kenya
2016 25 5 292 3 ETH Ethiopia
1999 85 85 125 3 RUS  Russia_(Soviet_Union)
1999 67 64 76 3 KGZ: TJK Kyrgyzstan:_Tajikistan:_Uzbekistan
2000 471 410 482 4 KGZ: UZB Kyrgyzstan:_Uzbekistan
2004 37 19 50 3 UZB Uzbekistan
2001 195 195 295 4 CAF Central_African_Republic
2002 131 129 184 3 CAF Central_African_Republic
2006 46 44 168 4 CAF Central_African_Republic
2012 45 45 45 4 CAF Central_African_Republic
2013 114 112 162 4 CAF Central_African_Republic
2009 28 28 71 3 CAF Central_African_Republic
2010 25 25 105 3 CAF Central_African_Republic
2011 44 44 79 3 CAF Central_African_Republic
2001 72 72 233 3 MKD: FYR: SRB  Macedonia:_FYR:_Serbia_(Yugoslavia)
2001 1583 1538 2032 4 AFG: PAK: USA Afghanistan:_Pakistan:_United_States_of_America
2002 878 864 1298 4 AFG: PAK Afghanistan:_Pakistan
2003 65 65 91 4 AFG: PAK: TUR Afghanistan:_Pakistan:_Turkey
2004 378 378 952 4 AFG: PAK: SAU Afghanistan:_Pakistan:_Saudi_Arabia
2005 108 107 289 4 AFG: PAK: SAU Afghanistan:_Pakistan:_Saudi_Arabia
2006 246 246 382 4 AFG: PAK: SAU Afghanistan:_Pakistan:_Saudi_Arabia
2007 174 149 225 4 AFG: PAK: SAU: SOM Afghanistan:_Pakistan:_Saudi_Arabia:_Somalia
2008 290 285 377 4 AFG: PAK: SOM: YEM  Afghanistan:_Pakistan:_Somalia:_Yemen_(North_Yemen)
2009 450 416 688 4 AFG: PAK: SOM Afghanistan:_Pakistan:_Somalia
2010 313 286 891 4 AFG: PAK Afghanistan:_Pakistan
2011 203 203 317 4 AFG: PAK: SOM Afghanistan:_Pakistan:_Somalia
2012 225 223 313 4 AFG: PAK: SOM Afghanistan:_Pakistan:_Somalia
2013 38 35 39 4 AFG: PAK: SOM Afghanistan:_Pakistan:_Somalia
2014 132 123 144 4 AFG: PAK: SYR Afghanistan:_Pakistan:_Syria
2015 87 81 102 4 AFG: PAK: SYR Afghanistan:_Pakistan:_Syria
2016 117 117 146 4 AFG: PAK Afghanistan:_Pakistan
2017 111 100 194 4 AFG: PAK: SYR Afghanistan:_Pakistan:_Syria
2019 37 34 56 4 AFG Afghanistan
2002 543 542 580 3 CIV Ivory_Coast
2002 81 23 81 3 CIV Ivory_Coast
2003 95 95 460 3 CIV Ivory_Coast
2003 44 44 59 3 CIV Ivory_Coast
2004 47 47 48 3 CIV Ivory_Coast
2011 48 42 129 3 CIV Ivory_Coast
2003 7927 7927 13814 2 IRQ Iraq
1989 72 72 80 3 IND India
1990 25 25 25 3 IND India
1994 36 36 36 3 IND India
1996 25 25 27 3 IND India
1997 34 34 34 3 BTN: IND Bhutan:_India
1998 31 31 31 3 IND India
1999 33 33 33 3 IND India
2001 77 77 77 3 IND India
2002 44 44 44 3 IND India
2003 109 109 122 3 IND India
2004 27 27 27 3 IND India
2009 73 69 78 3 IND India
2010 57 57 86 3 IND India
1997 130 130 130 3 MMR  Myanmar_(Burma)
2003 26 26 27 3 THA Thailand
2004 164 162 170 3 THA Thailand
2005 205 202 212 3 THA Thailand
2006 212 212 217 3 THA Thailand
2007 197 197 206 3 THA Thailand
2008 130 130 133 3 THA Thailand
2009 138 135 138 3 THA Thailand
2010 75 73 78 3 THA Thailand
2011 143 143 149 3 THA Thailand
2012 131 131 132 3 THA Thailand
2013 189 188 192 3 THA Thailand
2014 68 62 72 3 THA Thailand
2015 57 56 57 3 THA Thailand
2016 50 49 50 3 THA Thailand
2017 43 43 43 3 THA Thailand
2018 36 27 36 3 THA Thailand
2019 55 54 55 3 THA Thailand
2020 46 38 47 3 THA Thailand
2021 38 30 38 3 THA Thailand
2004 84 84 91 3 NGA Nigeria
2004 67 67 137 3 NGA Nigeria
1990 42 42 45 3 LBN Lebanon
1991 28 28 31 3 LBN Lebanon
1992 87 87 120 3 ARG: ISR: LBN Argentina:_Israel:_Lebanon
1993 124 124 186 3 ISR: LBN Israel:_Lebanon
1994 82 71 120 3 LBN Lebanon
1995 74 71 85 3 ISR: LBN Israel:_Lebanon
1996 95 93 103 3 ISR: LBN Israel:_Lebanon
1997 82 82 90 3 LBN Lebanon
1998 54 54 56 3 LBN Lebanon
1999 41 41 42 3 LBN Lebanon
2006 807 805 1108 3 ISR: LBN Israel:_Lebanon
2007 116 116 116 3 COD  DR_Congo_(Zaire)
2008 250 250 293 3 COD  DR_Congo_(Zaire)
2017 86 86 90 4 COD  DR_Congo_(Zaire)
2020 64 60 64 4 COD  DR_Congo_(Zaire)
1991 40 40 150 3 NER Niger
1992 29 29 29 3 NER Niger
1997 62 62 62 3 NER Niger
2007 81 81 97 3 NER Niger
2008 47 47 104 3 NER Niger
2007 30 30 56 3 RUS  Russia_(Soviet_Union)
2008 404 279 453 3 RUS  Russia_(Soviet_Union)
2009 696 551 779 3 RUS  Russia_(Soviet_Union)
2010 418 409 634 3 RUS  Russia_(Soviet_Union)
2011 359 358 518 3 RUS : TUR Russia_(Soviet_Union):_Turkey
2012 516 514 723 3 RUS  Russia_(Soviet_Union)
2013 321 286 535 3 RUS  Russia_(Soviet_Union)
2014 173 173 301 3 RUS  Russia_(Soviet_Union)
2015 30 23 33 3 RUS : SYR Russia_(Soviet_Union):_Syria
2008 25 25 25 3 IND India
2008 35 35 44 2 DJI Djibouti
2009 80 80 270 3 CHN: MMR  China:_Myanmar_(Burma)
2014 67 7 107 3 MMR  Myanmar_(Burma)
2015 309 307 2448 3 CHN: MMR  China:_Myanmar_(Burma)
2017 35 35 49 3 MMR  Myanmar_(Burma)
2021 71 71 337 3 MMR  Myanmar_(Burma)
2010 66 66 200 3 TJK Tajikistan
2011 28 21 30 3 TJK Tajikistan
2010 29 27 41 4 MLI: MRT Mali:_Mauritania
